Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receitas de Intermediação Financeira "," 1841072 "," 1561668 "," 1690482 "
3.01.01," Operações de Crédito "," 1659467 "," 1479357 "," 1543217 "
3.01.02," Resultado de Oper. c/ Titulos e Valores Mobiliários "," 164781 "," 67543 "," 131204 "
3.01.03," Resultado de Aplicações Compulsórias "," 12149 "," 9031 "," 14745 "
3.01.04," Resultado de Operações de Câmbio "," 4675 "," 5737 "," 1316 "
3.02," Despesas de Intermediação Financeira "," -508133 "," -306146 "," -394520 "
3.02.01," Despesas de Captação no Mercado "," -364601 "," -178274 "," -296624 "
3.02.02," Despesas de Empréstimos e Repasses "," -5872 "," -1860 "," -468 "
3.02.03," Provisão para Crédito em Liquidação Duvidosa "," -137660 "," -126012 "," -97428 "
3.02.04," Resultado de Operações de Câmbio "," "," "," "
3.03," Resultado Bruto de Intermediação Financeira "," 1332939 "," 1255522 "," 1295962 "
3.04," Outras Despesas e Receitas Operacionais "," -889868 "," -771072 "," -778548 "
3.04.01," Despesa de Provisão para Perda Esperada para Risco de Crédito "," "," "," "
3.04.02," Receitas de Prestação de Serviços "," 142888 "," 133244 "," 126803 "
3.04.03," Despesas com Pessoal "," -504660 "," -441076 "," -500558 "
3.04.03.01," Despesas com Pessoal "," -504660 "," -441076 "," -500558 "
3.04.04," Outras Despesas de Administrativas "," -462904 "," -381692 "," -365643 "
3.04.04.01," Outras Despesas Administrativas "," -462904 "," -381692 "," -365643 "
3.04.05," Despesas Tributárias "," -83065 "," -77175 "," -76891 "
3.04.05.01," Despesas Tributárias "," -83065 "," -77175 "," -76891 "
3.04.06," Outras Receitas Operacionais "," 69599 "," 48698 "," 124818 "
3.04.06.01," Outras Receitas Operacionais "," 69599 "," 48698 "," 124818 "
3.04.07," Outras Despesas Operacionais "," -51726 "," -53071 "," -87077 "
3.04.07.01," Outras Despesas Operacionais "," -51726 "," -53071 "," -87077 "
3.04.08," Resultado da Equivalência Patrimonial "," "," "," "
3.05," Resultado antes dos Tributos sobre o Lucro "," 443071 "," 484450 "," 517414 "
3.06," Imposto de Renda e Contribuição Social sobre o Lucro "," -159767 "," -202855 "," -150691 "
3.06.01," Corrente "," -164348 "," -175325 "," -71060 "
3.06.01.02," Provisões para Imposto de Renda "," -84617 "," -97727 "," -43382 "
3.06.01.03," Provisões para Contribuição Social "," -79731 "," -77598 "," -27678 "
3.06.02," Diferido "," 4581 "," -27530 "," -79631 "
3.06.02.02," Ativo Diferido "," 4581 "," -27530 "," -79631 "
3.07," Lucro ou Prejuízo das Operações Continuadas "," 283304 "," 281595 "," 366723 "
3.08," Resultado Líquido das Operações Descontinuadas "," 0 "," 0 "," -79631 "
3.09," Lucro ou Prejuízo antes das Participações e Contribuições Estatutárias "," 283304 "," 281595 "," 287092 "
3.10," Participações nos Lucros e Contribuições Estatutárias "," -42019 "," -40396 "," -42671 "
3.10.01," Participações "," -42019 "," -40396 "," -42671 "
3.10.02," Contribuições "," "," "," "
3.11," Lucro ou Prejuízo Líquido do Período "," 241285 "," 241199 "," 244421 "
3.99," Lucro por Ação (R$/Ação) "," 25.34100 "," 25.33200 "," 34.03300 "
3.99.01," Lucro Básico por Ação "," 25.34100 "," 25.33200 "," 34.03300 "
3.99.01.01," ON "," 25.34067 "," 25.33164 "," 34.03318 "
3.99.02," Lucro Diluído por Ação "," "," "," "
