Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 396264 "," 468863 "," 453011 "
3.01.01," Receita de construção "," 6806 "," 118300 "," 101827 "
3.01.02," Receita de serviços "," 389458 "," 350563 "," 351184 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -512456 "," -382259 "," -331731 "
3.02.01," Custo de construção "," -6806 "," -118300 "," -101827 "
3.02.02," Custo de serviços "," -505650 "," -263959 "," -229904 "
3.03," Resultado Bruto "," -116192 "," 86604 "," 121280 "
3.04," Despesas/Receitas Operacionais "," 63360 "," -279164 "," -576964 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," 48288 "," -12230 "," -203536 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," 15072 "," -266934 "," -373428 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -52832 "," -192560 "," -455684 "
3.06," Resultado Financeiro "," -98009 "," -187948 "," -100435 "
3.06.01," Receitas Financeiras "," 2110 "," 1681 "," 1445 "
3.06.02," Despesas Financeiras "," -100119 "," -189629 "," -101880 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -150841 "," -380508 "," -556119 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 1518 "," 1815 "," 1521 "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," 1518 "," 1815 "," 1521 "
3.09," Resultado Líquido das Operações Continuadas "," -149323 "," -378693 "," -554598 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -149323 "," -378693 "," -554598 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -0.02100 "," -0.28700 "," -0.58500 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," -0.02100 "," -0.28700 "," -0.58500 "
