Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 14836392 "," 11552896 "," 10401301 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -12942685 "," -10010702 "," -8810299 "
3.03," Resultado Bruto "," 1893707 "," 1542194 "," 1591002 "
3.04," Despesas/Receitas Operacionais "," -726695 "," 146284 "," -769618 "
3.04.01," Despesas com Vendas "," -178719 "," -137699 "," -151744 "
3.04.02," Despesas Gerais e Administrativas "," -437507 "," -416941 "," -404360 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 52989 "," 828495 "," 16573 "
3.04.05," Outras Despesas Operacionais "," -163458 "," -127571 "," -230087 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 1167012 "," 1688478 "," 821384 "
3.06," Resultado Financeiro "," 66469 "," 1043981 "," 81243 "
3.06.01," Receitas Financeiras "," 457697 "," 1334983 "," 355152 "
3.06.02," Despesas Financeiras "," -391228 "," -291002 "," -273909 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 1233481 "," 2732459 "," 902627 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -375597 "," -878278 "," -201236 "
3.08.01," Corrente "," -298719 "," -933931 "," -152389 "
3.08.02," Diferido "," -76878 "," 55653 "," -48847 "
3.09," Resultado Líquido das Operações Continuadas "," 857884 "," 1854181 "," 701391 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 857884 "," 1854181 "," 701391 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.16039 "," 0.34713 "," 0.13217 "
3.99.01.02," PNA "," "," "," "
3.99.01.03," PNB "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.16039 "," 0.34713 "," 0.13217 "
3.99.02.02," PNA "," "," "," "
3.99.02.03," PNB "," "," "," "
