Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 0 "," 97 "," 280 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," 0 "," -5 "," -14 "
3.03," Resultado Bruto "," 0 "," 92 "," 266 "
3.04," Despesas/Receitas Operacionais "," 17998 "," 33833 "," 40191 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -3662 "," -5048 "," -3805 "
3.04.02.01," Despesa de Pessoal "," -2991 "," -3193 "," -3039 "
3.04.02.02," Outras Despesas Administrativas "," -671 "," -1855 "," -766 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 38 "," 426 "," 185 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," 21622 "," 38455 "," 43811 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 17998 "," 33925 "," 40457 "
3.06," Resultado Financeiro "," 1362 "," 28 "," 423 "
3.06.01," Receitas Financeiras "," 1362 "," 28 "," 423 "
3.06.01.01," Receita de Juros "," 1362 "," 28 "," 423 "
3.06.02," Despesas Financeiras "," "," "," "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 19360 "," 33953 "," 40880 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," "," "," "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," 19360 "," 33953 "," 40880 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 19360 "," 33953 "," 40880 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.21864 "," 0.38344 "," 0.46166 "
3.99.01.02," PNA "," 0.24050 "," 0.42178 "," 0.50783 "
3.99.01.03," PNB "," 0.24050 "," 0.42178 "," 0.50783 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.21864 "," 0.38344 "," 0.46166 "
3.99.02.02," PNA "," 0.24050 "," 0.42178 "," 0.50783 "
3.99.02.03," PNB "," 0.24050 "," 0.42178 "," 0.50783 "
