Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 343088 "," 255178 "," 304737 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -176272 "," -130357 "," -165849 "
3.02.01," Custo com Energia Elétrica "," -88621 "," -44999 "," -63606 "
3.02.02," Custo de Operação "," -39870 "," -40270 "," -50888 "
3.02.03," Custo do Serviços Prestados a Terceiros "," -47781 "," -45088 "," -51355 "
3.03," Resultado Bruto "," 166816 "," 124821 "," 138888 "
3.04," Despesas/Receitas Operacionais "," 1712389 "," 6508 "," -3028 "
3.04.01," Despesas com Vendas "," 839 "," -1810 "," -2805 "
3.04.02," Despesas Gerais e Administrativas "," -46653 "," -40223 "," -29744 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 1717249 "," 1101 "," 2526 "
3.04.05," Outras Despesas Operacionais "," -7465 "," -730 "," -1969 "
3.04.06," Resultado de Equivalência Patrimonial "," 48419 "," 48170 "," 28964 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 1879205 "," 131329 "," 135860 "
3.06," Resultado Financeiro "," 53003 "," 500 "," 14798 "
3.06.01," Receitas Financeiras "," 55366 "," 9255 "," 22317 "
3.06.02," Despesas Financeiras "," -2363 "," -8755 "," -7519 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 1932208 "," 131829 "," 150658 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -629055 "," -24481 "," -35920 "
3.08.01," Corrente "," -628779 "," -93558 "," -34326 "
3.08.02," Diferido "," -276 "," 69077 "," -1594 "
3.09," Resultado Líquido das Operações Continuadas "," 1303153 "," 107348 "," 114738 "
3.10," Resultado Líquido de Operações Descontinuadas "," -8746 "," 358030 "," 26363 "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," -8746 "," 358030 "," 26363 "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 1294407 "," 465378 "," 141101 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 1250457 "," 432619 "," 103517 "
3.11.02," Atribuído a Sócios Não Controladores "," 43950 "," 32759 "," 37584 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 16.66000 "," 36.90000 "," 7.93210 "
3.99.01.02," PNA "," 16.66000 "," 36.90000 "," 7.93210 "
3.99.01.03," PNB "," 18.33000 "," 40.59000 "," 8.72530 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 16.66000 "," 36.90000 "," 7.46000 "
3.99.02.02," PNA "," 16.66000 "," 36.90000 "," 7.46000 "
3.99.02.03," PNB "," 18.33000 "," 40.59000 "," 8.21000 "
