Conta," Descrição "," 31/12/2020 "," 31/12/2019 "
1," Ativo Total "," 6927442 "," 5467078 "
1.01," Ativo Circulante "," 774855 "," 736947 "
1.01.01," Caixa e Equivalentes de Caixa "," 233267 "," 92981 "
1.01.02," Aplicações Financeiras "," 11339 "," 0 "
1.01.02.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," 11339 "," 0 "
1.01.02.01.01," Títulos para Negociação "," 11339 "," 0 "
1.01.02.01.02," Títulos Designados a Valor Justo "," "," "
1.01.02.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.01.02.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.01.03," Contas a Receber "," 415615 "," 359533 "
1.01.03.01," Clientes "," 415615 "," 359533 "
1.01.03.02," Outras Contas a Receber "," "," "
1.01.04," Estoques "," 102983 "," 94536 "
1.01.05," Ativos Biológicos "," "," "
1.01.06," Tributos a Recuperar "," 21 "," 10384 "
1.01.06.01," Tributos Correntes a Recuperar "," 21 "," 10384 "
1.01.06.01.01," CSLL a recuperar "," 21 "," 10384 "
1.01.07," Despesas Antecipadas "," "," "
1.01.08," Outros Ativos Circulantes "," 11630 "," 179513 "
1.01.08.01," Ativos Não-Correntes a Venda "," "," "
1.01.08.02," Ativos de Operações Descontinuadas "," "," "
1.01.08.03," Outros "," 11630 "," 179513 "
1.01.08.03.01," Depósitos Judiciais "," 0 "," 171450 "
1.01.08.03.02," Outros Créditos "," 11630 "," 8063 "
1.02," Ativo Não Circulante "," 6152587 "," 4730131 "
1.02.01," Ativo Realizável a Longo Prazo "," 3598718 "," 2709960 "
1.02.01.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," "," "
1.02.01.01.01," Títulos Designados a Valor Justo "," "," "
1.02.01.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.02.01.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.02.01.04," Contas a Receber "," 3525 "," 5346 "
1.02.01.04.01," Clientes "," 3525 "," 5346 "
1.02.01.04.02," Outras Contas a Receber "," "," "
1.02.01.05," Estoques "," "," "
1.02.01.06," Ativos Biológicos "," "," "
1.02.01.07," Tributos Diferidos "," 66694 "," 91313 "
1.02.01.07.01," Créditos fiscais Diferidos "," 66694 "," 91313 "
1.02.01.08," Despesas Antecipadas "," "," "
1.02.01.09," Créditos com Partes Relacionadas "," "," "
1.02.01.09.01," Créditos com Coligadas "," "," "
1.02.01.09.02," Créditos com Controladas "," "," "
1.02.01.09.03," Créditos com Controladores "," "," "
1.02.01.09.04," Créditos com Outras Partes Relacionadas "," "," "
1.02.01.10," Outros Ativos Não Circulantes "," 3528499 "," 2613301 "
1.02.01.10.01," Ativos Não-Correntes a Venda "," "," "
1.02.01.10.02," Ativos de Operações Descontinuadas "," "," "
1.02.01.10.03," Aplicações financeiras "," 65206 "," 70196 "
1.02.01.10.04," Aplicações no caixa único do Estado "," 5970 "," 2214 "
1.02.01.10.05," Depósitos judiciais "," 0 "," 239779 "
1.02.01.10.06," Ativos financeiros contratuais "," 588827 "," 341039 "
1.02.01.10.07," Indenização por desapropriação "," 42191 "," 97377 "
1.02.01.10.08," IRPJ e CSLL a recuperar "," 1430357 "," 10966 "
1.02.01.10.09," Ativos de contratos "," 1174160 "," 1625243 "
1.02.01.10.10," Indenizações contratuais "," 220154 "," 224768 "
1.02.01.10.11," Outros créditos "," 1634 "," 1719 "
1.02.02," Investimentos "," 845 "," 923 "
1.02.02.01," Participações Societárias "," 845 "," 923 "
1.02.02.01.01," Participações em Coligadas "," "," "
1.02.02.01.02," Participações em Controladas "," "," "
1.02.02.01.03," Participações em Controladas em Conjunto "," "," "
1.02.02.01.04," Outros Investimentos "," 845 "," 923 "
1.02.02.02," Propriedades para Investimento "," "," "
1.02.03," Imobilizado "," 168505 "," 183849 "
1.02.03.01," Imobilizado em Operação "," 122051 "," 117810 "
1.02.03.02," Direito de Uso em Arrendamento "," 43781 "," 64292 "
1.02.03.03," Imobilizado em Andamento "," 2673 "," 1747 "
1.02.04," Intangível "," 2384519 "," 1835399 "
1.02.04.01," Intangíveis "," 2384519 "," 1835399 "
1.02.04.01.01," Contrato de Concessão "," 2384519 "," 1835399 "
