Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
1," Ativo Total "," 92564368 "," 86083919 "
1.01," Ativo Circulante "," 39293445 "," 34190244 "
1.01.01," Caixa e Equivalentes de Caixa "," 8680686 "," 13862852 "
1.01.02," Aplicações Financeiras "," 3492710 "," 3627227 "
1.01.02.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," 3492710 "," 3627227 "
1.01.02.01.01," Títulos para Negociação "," 3492710 "," 3627227 "
1.01.02.01.02," Títulos Designados a Valor Justo "," "," "
1.01.02.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.01.02.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.01.03," Contas a Receber "," 7731037 "," 5231067 "
1.01.03.01," Clientes "," 7153565 "," 4731979 "
1.01.03.02," Outras Contas a Receber "," 577472 "," 499088 "
1.01.03.02.01," Dividendos e juros sobre capital próprio "," 0 "," 165 "
1.01.03.02.02," Outros ativos "," 543656 "," 465154 "
1.01.03.02.03," Operações com derivativos "," 33816 "," 33769 "
1.01.03.02.04," Bloqueio judicial "," "," "
1.01.04," Estoques "," 16335101 "," 8383650 "
1.01.05," Ativos Biológicos "," "," "
1.01.06," Tributos a Recuperar "," 2618470 "," 2740581 "
1.01.06.01," Tributos Correntes a Recuperar "," 2618470 "," 2740581 "
1.01.06.01.01," Tributos a recuperar "," 1428658 "," 1192665 "
1.01.06.01.02," Imposto de renda e contribuição social "," 1189812 "," 1547916 "
1.01.07," Despesas Antecipadas "," 435441 "," 344867 "
1.01.08," Outros Ativos Circulantes "," "," "
1.01.08.01," Ativos Não-Correntes a Venda "," "," "
1.01.08.02," Ativos de Operações Descontinuadas "," "," "
1.01.08.03," Outros "," "," "
1.02," Ativo Não Circulante "," 53270923 "," 51893675 "
1.02.01," Ativo Realizável a Longo Prazo "," 10329534 "," 10190287 "
1.02.01.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," 16845 "," 15564 "
1.02.01.01.01," Títulos Designados a Valor Justo "," 16845 "," 15564 "
1.02.01.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.02.01.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.02.01.04," Contas a Receber "," 13395 "," 23229 "
1.02.01.04.01," Clientes "," 13395 "," 23229 "
1.02.01.04.02," Outras Contas a Receber "," "," "
1.02.01.05," Estoques "," 0 "," 18036 "
1.02.01.05.01," Adiantamentos a fornecedores "," 0 "," 18036 "
1.02.01.06," Ativos Biológicos "," "," "
1.02.01.07," Tributos Diferidos "," 8257252 "," 8529972 "
1.02.01.07.01," Imposto de Renda e Contribuição Social Diferidos "," 8257252 "," 8529972 "
1.02.01.08," Despesas Antecipadas "," "," "
1.02.01.09," Créditos com Partes Relacionadas "," "," "
1.02.01.09.01," Créditos com Coligadas "," "," "
1.02.01.09.03," Créditos com Controladores "," "," "
1.02.01.09.04," Créditos com Outras Partes Relacionadas "," "," "
1.02.01.10," Outros Ativos Não Circulantes "," 2042042 "," 1603486 "
1.02.01.10.01," Ativos Não-Correntes a Venda "," "," "
1.02.01.10.02," Ativos de Operações Descontinuadas "," "," "
1.02.01.10.03," Tributos a recuperar "," 1252058 "," 1072737 "
1.02.01.10.04," Imposto de renda e contribuição social "," 230069 "," 72267 "
1.02.01.10.05," Depósitos judiciais "," 194212 "," 196911 "
1.02.01.10.06," Indenizações securitárias "," "," "
1.02.01.10.07," Operações com derivativos "," 51 "," 34091 "
1.02.01.10.08," Outros ativos "," 365652 "," 227480 "
1.02.02," Investimentos "," 58923 "," 43153 "
1.02.02.01," Participações Societárias "," 58923 "," 43153 "
1.02.02.01.01," Participações em Coligadas "," 42300 "," 32456 "
1.02.02.01.04," Participações em Controladas em Conjunto "," 16623 "," 10697 "
1.02.02.01.05," Outros Investimentos "," "," "
1.02.02.02," Propriedades para Investimento "," "," "
1.02.03," Imobilizado "," 40005167 "," 38831544 "
1.02.03.01," Imobilizado em Operação "," 37225130 "," 35929149 "
1.02.03.02," Direito de Uso em Arrendamento "," 2780037 "," 2902395 "
1.02.03.03," Imobilizado em Andamento "," "," "
1.02.04," Intangível "," 2877299 "," 2828691 "
1.02.04.01," Intangíveis "," 2877299 "," 2828691 "
1.02.04.01.01," Contrato de Concessão "," "," "
1.02.04.01.02," Intangível "," 2877299 "," 2828691 "
1.02.04.02," Goodwill "," "," "
