Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2," Passivo Total "," 2951198 "," 2752978 "
2.01," Passivo Circulante "," 488162 "," 399076 "
2.01.01," Obrigações Sociais e Trabalhistas "," 71702 "," 52898 "
2.01.01.01," Obrigações Sociais "," "," "
2.01.01.02," Obrigações Trabalhistas "," "," "
2.01.02," Fornecedores "," 191256 "," 162857 "
2.01.02.01," Fornecedores Nacionais "," "," "
2.01.02.02," Fornecedores Estrangeiros "," "," "
2.01.03," Obrigações Fiscais "," 6693 "," 15428 "
2.01.03.01," Obrigações Fiscais Federais "," "," "
2.01.03.01.01," Imposto de Renda e Contribuição Social a Pagar "," "," "
2.01.03.02," Obrigações Fiscais Estaduais "," "," "
2.01.03.03," Obrigações Fiscais Municipais "," "," "
2.01.04," Empréstimos e Financiamentos "," 86810 "," 70093 "
2.01.04.01," Empréstimos e Financiamentos "," "," "
2.01.04.01.01," Em Moeda Nacional "," "," "
2.01.04.01.02," Em Moeda Estrangeira "," "," "
2.01.04.02," Debêntures "," "," "
2.01.04.03," Financiamento por Arrendamento "," "," "
2.01.05," Outras Obrigações "," 131701 "," 97800 "
2.01.05.01," Passivos com Partes Relacionadas "," "," "
2.01.05.01.01," Débitos com Coligadas "," "," "
2.01.05.01.03," Débitos com Controladores "," "," "
2.01.05.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.01.05.02," Outros "," 131701 "," 97800 "
2.01.05.02.01," Dividendos e JCP a Pagar "," "," "
2.01.05.02.02," Dividendo Mínimo Obrigatório a Pagar "," "," "
2.01.05.02.03," Obrigações por Pagamentos Baseados em Ações "," "," "
2.01.05.02.04," Receita Diferidas "," 8999 "," 10792 "
2.01.05.02.05," Dividendos propostos "," "," "
2.01.05.02.06," Parcelamento de Aquisições de Empresas "," 2538 "," 1996 "
2.01.05.02.07," Outros passivos circulantes "," 30849 "," 28086 "
2.01.05.02.08," Passivo de arrendamento "," 87984 "," 54177 "
2.01.05.02.09," Acordos e parcelamento trabalhistas "," 1331 "," 2749 "
2.01.06," Provisões "," "," "
2.01.06.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," "," "
2.01.06.01.01," Provisões Fiscais "," "," "
2.01.06.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.01.06.01.03," Provisões para Benefícios a Empregados "," "," "
2.01.06.01.04," Provisões Cíveis "," "," "
2.01.06.02," Outras Provisões "," "," "
2.01.06.02.01," Provisões para Garantias "," "," "
2.01.06.02.02," Provisões para Reestruturação "," "," "
2.01.06.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.01.07," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.01.07.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.01.07.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02," Passivo Não Circulante "," 1336350 "," 1172502 "
2.02.01," Empréstimos e Financiamentos "," 649388 "," 603692 "
2.02.01.01," Empréstimos e Financiamentos "," "," "
2.02.01.01.01," Em Moeda Nacional "," "," "
2.02.01.01.02," Em Moeda Estrangeira "," "," "
2.02.01.02," Debêntures "," "," "
2.02.01.03," Financiamento por Arrendamento "," "," "
2.02.02," Outras Obrigações "," 538235 "," 411738 "
2.02.02.01," Passivos com Partes Relacionadas "," 0 "," 1459 "
2.02.02.01.01," Débitos com Coligadas "," "," "
2.02.02.01.03," Débitos com Controladores "," "," "
2.02.02.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.02.02.02," Outros "," 538235 "," 410279 "
2.02.02.02.01," Obrigações por Pagamentos Baseados em Ações "," "," "
2.02.02.02.02," Adiantamento para Futuro Aumento de Capital "," "," "
2.02.02.02.03," Parcelamento de Aquisições de Empresas "," 6194 "," 7598 "
2.02.02.02.04," Parcelamento de Aquisições de direitos de pontos comerciais "," "," "
2.02.02.02.05," Outros "," 6158 "," 28041 "
2.02.02.02.06," Acordos e parcelamento trabalhistas "," 0 "," 368 "
2.02.02.02.07," Passivo de arrendamento "," 525883 "," 374272 "
2.02.03," Tributos Diferidos "," 40204 "," 56774 "
2.02.03.01," Imposto de Renda e Contribuição Social Diferidos "," 40204 "," 56774 "
2.02.04," Provisões "," 92479 "," 85654 "
2.02.04.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 92479 "," 85654 "
2.02.04.01.01," Provisões Fiscais "," "," "
2.02.04.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.02.04.01.03," Provisões para Benefícios a Empregados "," "," "
2.02.04.01.04," Provisões Cíveis "," "," "
2.02.04.02," Outras Provisões "," "," "
2.02.04.02.01," Provisões para Garantias "," "," "
2.02.04.02.02," Provisões para Reestruturação "," "," "
2.02.04.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.02.05," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.02.05.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.02.05.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02.06," Lucros e Receitas a Apropriar "," 16044 "," 14644 "
2.02.06.01," Lucros a Apropriar "," "," "
2.02.06.02," Receitas a Apropriar "," 16044 "," 14644 "
2.02.06.03," Subvenções de Investimento a Apropriar "," "," "
2.03," Patrimônio Líquido Consolidado "," 1126686 "," 1181400 "
2.03.01," Capital Social Realizado "," 1154358 "," 1154358 "
2.03.02," Reservas de Capital "," 381133 "," 378339 "
2.03.02.01," Ágio na Emissão de Ações "," "," "
2.03.02.02," Reserva Especial de Ágio na Incorporação "," "," "
2.03.02.03," Alienação de Bônus de Subscrição "," "," "
2.03.02.04," Opções Outorgadas "," "," "
2.03.02.05," Ações em Tesouraria "," "," "
2.03.02.06," Adiantamento para Futuro Aumento de Capital "," "," "
2.03.02.07," Reservas de Capital "," 344442 "," 344442 "
2.03.02.08," reserva para plano de opções de compra de açoes "," 36691 "," 33897 "
2.03.03," Reservas de Reavaliação "," "," "
2.03.04," Reservas de Lucros "," "," "
2.03.04.01," Reserva Legal "," "," "
2.03.04.02," Reserva Estatutária "," "," "
2.03.04.03," Reserva para Contingências "," "," "
2.03.04.04," Reserva de Lucros a Realizar "," "," "
2.03.04.05," Reserva de Retenção de Lucros "," "," "
2.03.04.06," Reserva Especial para Dividendos Não Distribuídos "," "," "
2.03.04.07," Reserva de Incentivos Fiscais "," "," "
2.03.04.08," Dividendo Adicional Proposto "," "," "
2.03.04.09," Ações em Tesouraria "," "," "
2.03.05," Lucros/Prejuízos Acumulados "," -561055 "," -480606 "
2.03.06," Ajustes de Avaliação Patrimonial "," "," "
2.03.07," Ajustes Acumulados de Conversão "," "," "
2.03.08," Outros Resultados Abrangentes "," 152250 "," 129309 "
2.03.09," Participação dos Acionistas Não Controladores "," "," "
