Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2," Passivo Total "," 15895635 "," 14105419 "
2.01," Passivo Circulante "," 1417130 "," 841643 "
2.01.01," Obrigações Sociais e Trabalhistas "," "," "
2.01.01.01," Obrigações Sociais "," "," "
2.01.01.02," Obrigações Trabalhistas "," "," "
2.01.02," Fornecedores "," 131622 "," 85086 "
2.01.02.01," Fornecedores Nacionais "," 131622 "," 85086 "
2.01.02.01.01," Fornecedores Nacionais "," 131622 "," 85086 "
2.01.02.02," Fornecedores Estrangeiros "," "," "
2.01.03," Obrigações Fiscais "," 58894 "," 55157 "
2.01.03.01," Obrigações Fiscais Federais "," 52396 "," 45962 "
2.01.03.01.01," Imposto de Renda e Contribuição Social a Pagar "," 52396 "," 45962 "
2.01.03.02," Obrigações Fiscais Estaduais "," 3079 "," 1384 "
2.01.03.03," Obrigações Fiscais Municipais "," 3419 "," 7811 "
2.01.04," Empréstimos e Financiamentos "," 958046 "," 449739 "
2.01.04.01," Empréstimos e Financiamentos "," 15672 "," 121355 "
2.01.04.01.01," Em Moeda Nacional "," 15239 "," 118373 "
2.01.04.01.02," Em Moeda Estrangeira "," 433 "," 2982 "
2.01.04.02," Debêntures "," 933841 "," 319473 "
2.01.04.03," Financiamento por Arrendamento "," 8533 "," 8911 "
2.01.05," Outras Obrigações "," 268568 "," 251661 "
2.01.05.01," Passivos com Partes Relacionadas "," "," "
2.01.05.01.01," Débitos com Coligadas "," "," "
2.01.05.01.03," Débitos com Controladores "," "," "
2.01.05.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.01.05.02," Outros "," 268568 "," 251661 "
2.01.05.02.01," Dividendos e JCP a Pagar "," 147048 "," 105931 "
2.01.05.02.02," Dividendo Mínimo Obrigatório a Pagar "," "," "
2.01.05.02.03," Obrigações por Pagamentos Baseados em Ações "," "," "
2.01.05.02.04," Taxas Regulamentares "," 51679 "," 62536 "
2.01.05.02.05," Outras Contas a Pagar "," 69841 "," 83194 "
2.01.05.02.06," Outras Provisões "," "," "
2.01.06," Provisões "," "," "
2.01.06.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," "," "
2.01.06.01.01," Provisões Fiscais "," "," "
2.01.06.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.01.06.01.03," Provisões para Benefícios a Empregados "," "," "
2.01.06.01.04," Provisões Cíveis "," "," "
2.01.06.02," Outras Provisões "," "," "
2.01.06.02.01," Provisões para Garantias "," "," "
2.01.06.02.02," Provisões para Reestruturação "," "," "
2.01.06.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.01.07," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.01.07.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.01.07.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02," Passivo Não Circulante "," 7793749 "," 7237872 "
2.02.01," Empréstimos e Financiamentos "," 5846840 "," 5803047 "
2.02.01.01," Empréstimos e Financiamentos "," 614073 "," 922669 "
2.02.01.01.01," Em Moeda Nacional "," 53241 "," 65287 "
2.02.01.01.02," Em Moeda Estrangeira "," 560832 "," 857382 "
2.02.01.02," Debêntures "," 5225510 "," 4857916 "
2.02.01.03," Financiamento por Arrendamento "," 7257 "," 22462 "
2.02.02," Outras Obrigações "," 86366 "," 101503 "
2.02.02.01," Passivos com Partes Relacionadas "," "," "
2.02.02.01.01," Débitos com Coligadas "," "," "
2.02.02.01.03," Débitos com Controladores "," "," "
2.02.02.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.02.02.02," Outros "," 86366 "," 101503 "
2.02.02.02.01," Obrigações por Pagamentos Baseados em Ações "," "," "
2.02.02.02.02," Adiantamento para Futuro Aumento de Capital "," "," "
2.02.02.02.03," Outras Contas a Pagar "," 52687 "," 54442 "
2.02.02.02.04," Instrumentos Financeiros Derivativos "," 33679 "," 47061 "
2.02.02.02.05," Fornecedores "," "," "
2.02.03," Tributos Diferidos "," 1810960 "," 1288527 "
2.02.03.01," Imposto de Renda e Contribuição Social Diferidos "," 1810960 "," 1288527 "
2.02.03.01.01," Imposto de Renda e Contribuição Social Diferidos "," 1172751 "," 763630 "
2.02.03.01.02," PIS e COFINS Diferidos "," 638209 "," 524897 "
2.02.04," Provisões "," 49583 "," 44795 "
2.02.04.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 47642 "," 42854 "
2.02.04.01.01," Provisões Fiscais "," 16566 "," 14079 "
2.02.04.01.02," Provisões Previdenciárias e Trabalhistas "," 2228 "," 5700 "
2.02.04.01.03," Provisões para Benefícios a Empregados "," "," "
2.02.04.01.04," Provisões Cíveis "," 28848 "," 23075 "
2.02.04.02," Outras Provisões "," 1941 "," 1941 "
2.02.04.02.01," Provisões para Garantias "," "," "
2.02.04.02.02," Provisões para Reestruturação "," "," "
2.02.04.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.02.04.02.04," Provisão para desmobilização de ativos "," 457 "," 457 "
2.02.04.02.05," Outras "," 1484 "," 1484 "
2.02.05," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.02.05.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.02.05.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02.06," Lucros e Receitas a Apropriar "," "," "
2.02.06.01," Lucros a Apropriar "," "," "
2.02.06.02," Receitas a Apropriar "," "," "
2.02.06.03," Subvenções de Investimento a Apropriar "," "," "
2.03," Patrimônio Líquido "," 6684756 "," 6025904 "
2.03.01," Capital Social Realizado "," 3042035 "," 3042035 "
2.03.02," Reservas de Capital "," 598736 "," 598736 "
2.03.02.01," Ágio na Emissão de Ações "," "," "
2.03.02.02," Reserva Especial de Ágio na Incorporação "," "," "
2.03.02.03," Alienação de Bônus de Subscrição "," "," "
2.03.02.04," Opções Outorgadas "," "," "
2.03.02.05," Ações em Tesouraria "," "," "
2.03.02.06," Adiantamento para Futuro Aumento de Capital "," "," "
2.03.03," Reservas de Reavaliação "," "," "
2.03.04," Reservas de Lucros "," 3021522 "," 2400431 "
2.03.04.01," Reserva Legal "," 433057 "," 433057 "
2.03.04.02," Reserva Estatutária "," "," "
2.03.04.03," Reserva para Contingências "," "," "
2.03.04.04," Reserva de Lucros a Realizar "," "," "
2.03.04.05," Reserva de Retenção de Lucros "," "," "
2.03.04.06," Reserva Especial para Dividendos Não Distribuídos "," 1604384 "," 1196286 "
2.03.04.07," Reserva de Incentivos Fiscais "," 330799 "," 315053 "
2.03.04.08," Dividendo Adicional Proposto "," 653282 "," 456035 "
2.03.04.09," Ações em Tesouraria "," "," "
2.03.04.10," Outros Resultados Abrangentes "," "," "
2.03.04.11," Aprovação de JCP intercalares "," "," "
2.03.05," Lucros/Prejuízos Acumulados "," "," "
2.03.06," Ajustes de Avaliação Patrimonial "," "," "
2.03.07," Ajustes Acumulados de Conversão "," "," "
2.03.08," Outros Resultados Abrangentes "," 22463 "," -15298 "
2.03.09," Participação dos Acionistas Não Controladores "," "," "
