Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 245604 "," 212581 "," 207099 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -82199 "," -73638 "," -61956 "
3.03," Resultado Bruto "," 163405 "," 138943 "," 145143 "
3.04," Despesas/Receitas Operacionais "," -137947 "," -104823 "," -116367 "
3.04.01," Despesas com Vendas "," -32451 "," -25275 "," -29796 "
3.04.02," Despesas Gerais e Administrativas "," -101038 "," -79189 "," -86114 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -2883 "," -543 "," -457 "
3.04.06," Resultado de Equivalência Patrimonial "," -1575 "," 184 "," 0 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 25458 "," 34120 "," 28776 "
3.06," Resultado Financeiro "," -1990 "," -9548 "," -15114 "
3.06.01," Receitas Financeiras "," 13942 "," 1433 "," 1755 "
3.06.02," Despesas Financeiras "," -15932 "," -10981 "," -16869 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 23468 "," 24572 "," 13662 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -8888 "," -12213 "," -5008 "
3.08.01," Corrente "," -5074 "," -3537 "," -2819 "
3.08.02," Diferido "," -3814 "," -8676 "," -2189 "
3.09," Resultado Líquido das Operações Continuadas "," 14580 "," 12359 "," 8654 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 14580 "," 12359 "," 8654 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 14610 "," 12359 "," 8654 "
3.11.02," Atribuído a Sócios Não Controladores "," -30 "," 0 "," 0 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
