Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 714265 "," 521909 "," 647595 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -423573 "," -283290 "," -285384 "
3.03," Resultado Bruto "," 290692 "," 238619 "," 362211 "
3.04," Despesas/Receitas Operacionais "," -62206 "," -169910 "," -203640 "
3.04.01," Despesas com Vendas "," -34424 "," -25555 "," -26920 "
3.04.02," Despesas Gerais e Administrativas "," -149082 "," -143437 "," -177334 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 0 "," 0 "," 614 "
3.04.04.01," Outras Receitas Operacionais, Líquidas "," 0 "," 0 "," 614 "
3.04.05," Outras Despesas Operacionais "," 1699 "," -744 "," 0 "
3.04.05.01," Outras Despesas Operacionais, Líquidas "," 1699 "," -744 "," 0 "
3.04.06," Resultado de Equivalência Patrimonial "," 119601 "," -174 "," 0 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 228486 "," 68709 "," 158571 "
3.06," Resultado Financeiro "," -45129 "," 47393 "," -46352 "
3.06.01," Receitas Financeiras "," 49999 "," 117532 "," 8023 "
3.06.02," Despesas Financeiras "," -95128 "," -70139 "," -54375 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 183357 "," 116102 "," 112219 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -4215 "," -57282 "," -46839 "
3.08.01," Corrente "," -48818 "," -39980 "," -51695 "
3.08.02," Diferido "," 44603 "," -17302 "," 4856 "
3.09," Resultado Líquido das Operações Continuadas "," 179142 "," 58820 "," 65380 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 179142 "," 58820 "," 65380 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 180448 "," 62096 "," 51033 "
3.11.02," Atribuído a Sócios Não Controladores "," -1306 "," -3276 "," 14347 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.76340 "," 0.35280 "," 0.28990 "
3.99.01.02," PN "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.76340 "," 0.35210 "," 0.28990 "
3.99.02.02," PN "," "," "," "
