Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 40972610 "," 30465380 "," 26013344 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -20617334 "," -18968203 "," -20745108 "
3.03," Resultado Bruto "," 20355276 "," 11497177 "," 5268236 "
3.04," Despesas/Receitas Operacionais "," -2176866 "," -3056668 "," -2647423 "
3.04.01," Despesas com Vendas "," -2291722 "," -2174652 "," -1905279 "
3.04.02," Despesas Gerais e Administrativas "," -1585153 "," -1449314 "," -1179896 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 1653309 "," 589593 "," 494708 "
3.04.05," Outras Despesas Operacionais "," -5212 "," -58437 "," -88949 "
3.04.06," Resultado de Equivalência Patrimonial "," 51912 "," 36142 "," 31993 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 18178410 "," 8440509 "," 2620813 "
3.06," Resultado Financeiro "," -9346511 "," -26083581 "," -6721609 "
3.06.01," Receitas Financeiras "," 273503 "," 328770 "," 496422 "
3.06.02," Despesas Financeiras "," -9620014 "," -26412351 "," -7218031 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 8831899 "," -17643072 "," -4100796 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -197316 "," 6911328 "," 1283202 "
3.08.01," Corrente "," -292179 "," -182026 "," -246214 "
3.08.02," Diferido "," 94863 "," 7093354 "," 1529416 "
3.09," Resultado Líquido das Operações Continuadas "," 8634583 "," -10731744 "," -2817594 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 8634583 "," -10731744 "," -2817594 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 2349415 "," -2938863 "," -770366 "
3.11.02," Atribuído a Sócios Não Controladores "," 6285168 "," -7792881 "," -2047228 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 12.85824 "," -16.08427 "," -4.21618 "
3.99.01.02," PNA "," 14.14407 "," -17.69269 "," -4.63779 "
3.99.01.03," PNB "," 14.14407 "," -17.69269 "," -4.63779 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 12.85824 "," -16.08427 "," -4.21618 "
3.99.02.02," PNA "," 14.14407 "," -17.69269 "," -4.63779 "
3.99.02.03," PNB "," 14.14407 "," -17.69269 "," -4.63779 "
