Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 2211159 "," 1495594 "," 1185113 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -2272538 "," -1605972 "," -1147196 "
3.03," Resultado Bruto "," -61379 "," -110378 "," 37917 "
3.04," Despesas/Receitas Operacionais "," -227577 "," -275440 "," -232868 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -321101 "," -275083 "," -232822 "
3.04.02.01," Gerais e Administrativas "," -319481 "," -273463 "," -231353 "
3.04.02.02," Remuneração da Administração "," -1620 "," -1620 "," -1469 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 93527 "," 2783 "," 102 "
3.04.05," Outras Despesas Operacionais "," -3 "," -3140 "," -148 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -288956 "," -385818 "," -194951 "
3.06," Resultado Financeiro "," -72892 "," -27168 "," -33512 "
3.06.01," Receitas Financeiras "," 64 "," 11227 "," 8379 "
3.06.02," Despesas Financeiras "," -72956 "," -38395 "," -41891 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -361848 "," -412986 "," -228463 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," "," "," "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," -361848 "," -412986 "," -228463 "
3.10," Resultado Líquido de Operações Descontinuadas "," 92 "," 75 "," 103 "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," 92 "," 75 "," 103 "
3.10.01.01," Participação dos minoritários "," 92 "," 75 "," 103 "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," -361756 "," -412911 "," -228360 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -361848 "," -412986 "," -228463 "
3.11.02," Atribuído a Sócios Não Controladores "," 92 "," 75 "," 103 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -5.34000 "," -6.10000 "," -3.37000 "
3.99.01.02," PN "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," -5.34000 "," -6.10000 "," -3.37000 "
