Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 220643 "," 150449 "," 149350 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -140551 "," -91765 "," -89892 "
3.03," Resultado Bruto "," 80092 "," 58684 "," 59458 "
3.04," Despesas/Receitas Operacionais "," -49931 "," -41111 "," -39467 "
3.04.01," Despesas com Vendas "," -37865 "," -31707 "," -26931 "
3.04.02," Despesas Gerais e Administrativas "," -16017 "," -14093 "," -15328 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 4718 "," 5481 "," 2922 "
3.04.05," Outras Despesas Operacionais "," -767 "," -792 "," -130 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 30161 "," 17573 "," 19991 "
3.06," Resultado Financeiro "," 4706 "," 2810 "," 5185 "
3.06.01," Receitas Financeiras "," 9996 "," 8829 "," 7577 "
3.06.02," Despesas Financeiras "," -5290 "," -6019 "," -2392 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 34867 "," 20383 "," 25176 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -8929 "," -5550 "," -7192 "
3.08.01," Corrente "," -6628 "," -2578 "," -4 "
3.08.02," Diferido "," -2301 "," -2972 "," -7188 "
3.09," Resultado Líquido das Operações Continuadas "," 25938 "," 14833 "," 17984 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 25938 "," 14833 "," 17984 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 25938 "," 14833 "," 17984 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.39249 "," 0.22444 "," 0.27213 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.39249 "," 0.22444 "," 0.27213 "
