Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 882168 "," 435227 "," 231059 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -585907 "," -266525 "," -149788 "
3.03," Resultado Bruto "," 296261 "," 168702 "," 81271 "
3.04," Despesas/Receitas Operacionais "," -124931 "," -69409 "," -49981 "
3.04.01," Despesas com Vendas "," -55392 "," -29331 "," -20738 "
3.04.02," Despesas Gerais e Administrativas "," -40551 "," -31305 "," -22499 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -19851 "," -12174 "," -8778 "
3.04.06," Resultado de Equivalência Patrimonial "," -9137 "," 3401 "," 2034 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 171330 "," 99293 "," 31290 "
3.06," Resultado Financeiro "," 1027 "," 3498 "," -190 "
3.06.01," Receitas Financeiras "," 14505 "," 17282 "," 6215 "
3.06.02," Despesas Financeiras "," -13478 "," -13784 "," -6405 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 172357 "," 102791 "," 31100 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -17593 "," -8424 "," -4561 "
3.08.01," Corrente "," -17593 "," -8424 "," -4561 "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," 154764 "," 94367 "," 26539 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 154764 "," 94367 "," 26539 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 79658 "," 56389 "," 5975 "
3.11.02," Atribuído a Sócios Não Controladores "," 75106 "," 37978 "," 20564 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," "," "," "
