Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 415698 "," 268303 "," 296264 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -268985 "," -179452 "," -164792 "
3.02.01," Custos dos serviços prestados "," -268985 "," -179452 "," -164792 "
3.03," Resultado Bruto "," 146713 "," 88851 "," 131472 "
3.04," Despesas/Receitas Operacionais "," -137600 "," -152280 "," -87280 "
3.04.01," Despesas com Vendas "," -10990 "," -15557 "," -24044 "
3.04.01.01," Comerciais "," -10990 "," -15557 "," -24044 "
3.04.02," Despesas Gerais e Administrativas "," -111516 "," -117633 "," -61139 "
3.04.02.01," Gerais e Administrativas "," -111516 "," -117633 "," -61139 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -15094 "," -19090 "," -2097 "
3.04.05.01," Outras receitas (despesas), líquidas "," -15094 "," -19090 "," -2097 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 9113 "," -63429 "," 44192 "
3.06," Resultado Financeiro "," -25408 "," -30127 "," -12548 "
3.06.01," Receitas Financeiras "," 28495 "," 6280 "," 1692 "
3.06.01.01," Receitas Financeiras "," 28495 "," 6280 "," 1692 "
3.06.02," Despesas Financeiras "," -53903 "," -36407 "," -14240 "
3.06.02.01," Despesas Financeiras "," -53903 "," -36407 "," -14240 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -16295 "," -93556 "," 31644 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 4816 "," 23751 "," -15459 "
3.08.01," Corrente "," -18856 "," -2900 "," -5767 "
3.08.02," Diferido "," 23672 "," 26651 "," -9692 "
3.09," Resultado Líquido das Operações Continuadas "," -11479 "," -69805 "," 16185 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -11479 "," -69805 "," 16185 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -11479 "," -68154 "," 13873 "
3.11.02," Atribuído a Sócios Não Controladores "," 0 "," -1651 "," 2312 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -0.09980 "," -0.72750 "," 0.18070 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," -0.09980 "," -0.72750 "," 0.17630 "
