Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receitas de Intermediação Financeira "," 1473633 "," 1427373 "," 2841911 "
3.01.01," Operações de Crédito "," 17055 "," 32093 "," 56717 "
3.01.02," Operações de Arrendamento Mercantil "," 1233094 "," 1257508 "," 1307607 "
3.01.03," Resultado de Operações com Títulos e Valores Mobiliários "," 223484 "," 137772 "," 1477587 "
3.02," Despesas de Intermediação Financeira "," -1271945 "," -1274179 "," -2524311 "
3.02.01," Operações de Captações no Mercado "," -265760 "," -184685 "," -1457720 "
3.02.02," Operações de Empréstimos e Repasses "," -5 "," -41 "," -117 "
3.02.03," Operações de Arrendamento Mercantil "," -1006180 "," -1089453 "," -1066474 "
3.03," Resultado Bruto de Intermediação Financeira "," 201688 "," 153194 "," 317600 "
3.04," Outras Despesas e Receitas Operacionais "," -512587 "," 1338 "," -99966 "
3.04.01," Despesa de Provisão para Perda Esperada para Risco de Crédito "," 10387 "," 54636 "," -34982 "
3.04.01.01," Operações de Arrendamento Mercantil "," 10387 "," 54636 "," -34982 "
3.04.02," Receitas de Prestação de Serviços "," "," "," "
3.04.03," Despesas com Pessoal "," "," "," "
3.04.04," Outras Despesas de Administrativas "," -134175 "," -20709 "," -28489 "
3.04.05," Despesas Tributárias "," -97543 "," -37564 "," -44813 "
3.04.06," Outras Receitas Operacionais "," 37781 "," 51072 "," 53256 "
3.04.07," Outras Despesas Operacionais "," -330239 "," -47369 "," -46336 "
3.04.08," Resultado da Equivalência Patrimonial "," 1202 "," 1272 "," 1398 "
3.05," Resultado antes dos Tributos sobre o Lucro "," -310899 "," 154532 "," 217634 "
3.06," Imposto de Renda e Contribuição Social sobre o Lucro "," 121905 "," -62482 "," 29918 "
3.06.01," Corrente "," 0 "," -36411 "," 1257 "
3.06.02," Diferido "," 121905 "," -26071 "," 28661 "
3.07," Lucro ou Prejuízo das Operações Continuadas "," -188994 "," 92050 "," 247552 "
3.08," Resultado Líquido das Operações Descontinuadas "," "," "," "
3.09," Lucro ou Prejuízo antes das Participações e Contribuições Estatutárias "," -188994 "," 92050 "," 247552 "
3.10," Participações nos Lucros e Contribuições Estatutárias "," "," "," "
3.11," Lucro ou Prejuízo Líquido do Período "," -188994 "," 92050 "," 247552 "
3.99," Lucro por Ação (R$/Ação) "," -8013.00000 "," 3902.00000 "," 10496.00000 "
3.99.01," Lucro Básico por Ação "," -8013.00000 "," 3902.00000 "," 10496.00000 "
3.99.01.01," ON "," -8013.00000 "," 3902.00000 "," 10496.00000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
