Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 130121000 "," 81501000 "," 94985000 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -123270000 "," -77044000 "," -89027000 "
3.03," Resultado Bruto "," 6851000 "," 4457000 "," 5958000 "
3.04," Despesas/Receitas Operacionais "," -4245000 "," 109000 "," -4645000 "
3.04.01," Despesas com Vendas "," -2663000 "," -2292000 "," -3017000 "
3.04.02," Despesas Gerais e Administrativas "," -634000 "," -457000 "," -868000 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -1060000 "," 2849000 "," -762000 "
3.04.05.01," Tributárias "," -345000 "," -147000 "," -108000 "
3.04.05.02," Custo com Pesquisa e Desenvolvimento Tecnológico "," "," "," "
3.04.05.03," Outras Despesas/Receitas Operacionais Líquidas "," -715000 "," 2996000 "," -654000 "
3.04.06," Resultado de Equivalência Patrimonial "," 112000 "," 9000 "," 2000 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 2606000 "," 4566000 "," 1313000 "
3.06," Resultado Financeiro "," 568000 "," 264000 "," 1990000 "
3.06.01," Receitas Financeiras "," 1643000 "," 450000 "," 2568000 "
3.06.01.01," Receitas Financeiras "," 1643000 "," 450000 "," 2568000 "
3.06.02," Despesas Financeiras "," -1075000 "," -186000 "," -578000 "
3.06.02.01," Despesas Financeiras "," -530000 "," -385000 "," -449000 "
3.06.02.02," Variações Monetárias e Cambiais Líquidas "," -545000 "," 199000 "," -129000 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 3174000 "," 4830000 "," 3303000 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -677000 "," -925000 "," -1092000 "
3.08.01," Corrente "," -867000 "," -931000 "," -1014000 "
3.08.02," Diferido "," 190000 "," 6000 "," -78000 "
3.09," Resultado Líquido das Operações Continuadas "," 2497000 "," 3905000 "," 2211000 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 2497000 "," 3905000 "," 2211000 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 2497000 "," 3905000 "," 2211000 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 2.16250 "," 3.35190 "," 1.89790 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 2.16110 "," 3.35170 "," 1.89790 "
