Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receitas de Intermediação Financeira "," 1311671 "," 807452 "," 926979 "
3.01.01," Receitas de Juros e Similares "," 1105464 "," 736814 "," 942217 "
3.01.02," Resultado de Instrumentos Financeiros Derivativos "," 206207 "," 70638 "," -15238 "
3.02," Despesas de Intermediação Financeira "," -997231 "," -644147 "," -747138 "
3.02.01," Despesas de Juros e Similares "," -997231 "," -644147 "," -747138 "
3.03," Resultado Bruto de Intermediação Financeira "," 314440 "," 163305 "," 179841 "
3.04," Outras Despesas e Receitas Operacionais "," -202607 "," -61688 "," -80857 "
3.04.01," Despesa de Provisão para Perda Esperada para Risco de Crédito "," -12408 "," 2357 "," 44075 "
3.04.01.01," Resultado de Perdas com Ajuste a Valor de Recuperação de Ativos Financeiros "," -12408 "," 2357 "," 44075 "
3.04.02," Receitas de Prestação de Serviços "," 87850 "," 53318 "," 44308 "
3.04.02.01," Receitas de Serviços e Comissões "," 96629 "," 59777 "," 49360 "
3.04.02.02," Despesas de Serviços e Comissões "," -8779 "," -6459 "," -5052 "
3.04.03," Despesas com Pessoal "," -139592 "," -94071 "," -87489 "
3.04.03.01," Despesas de Pessoal "," -139592 "," -94071 "," -87489 "
3.04.04," Outras Despesas de Administrativas "," -66515 "," -61539 "," -57772 "
3.04.04.01," Gastos Gerais Administrativos "," -66515 "," -61539 "," -57772 "
3.04.05," Despesas Tributárias "," "," "," "
3.04.06," Outras Receitas Operacionais "," 69176 "," 68914 "," 40592 "
3.04.07," Outras Despesas Operacionais "," -141118 "," -30667 "," -64571 "
3.04.08," Resultado da Equivalência Patrimonial "," "," "," "
3.05," Resultado antes dos Tributos sobre o Lucro "," 111833 "," 101617 "," 98984 "
3.06," Imposto de Renda e Contribuição Social sobre o Lucro "," -37949 "," -26662 "," -30103 "
3.06.01," Corrente "," -49483 "," -22200 "," -24687 "
3.06.02," Diferido "," 11534 "," -4462 "," -5416 "
3.07," Lucro ou Prejuízo das Operações Continuadas "," 73884 "," 74955 "," 68881 "
3.08," Resultado Líquido das Operações Descontinuadas "," "," "," "
3.08.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.08.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.09," Lucro ou Prejuízo antes das Participações e Contribuições Estatutárias "," 73884 "," 74955 "," 68881 "
3.09.01," Atribuído a Sócios da Empresa Controladora "," 73882 "," 74954 "," 68880 "
3.09.02," Atribuído a Sócios Não Controladores "," 2 "," 1 "," 1 "
3.10," Participações nos Lucros e Contribuições Estatutárias "," "," "," "
3.11," Lucro ou Prejuízo Líquido Consolidado do Período "," "," "," "
3.11.01," Atribuído aos Sócios da Empresa Controladora "," "," "," "
3.11.02," Atribuído aos Sócios não Controladores "," "," "," "
3.99," Lucro por Ação (R$/Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.80268 "," 0.81433 "," 0.74814 "
3.99.01.02," PN "," 0.88295 "," 0.89576 "," 0.82295 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.80268 "," 0.81433 "," 0.74814 "
3.99.02.02," PN "," 0.88295 "," 0.89576 "," 0.82295 "
