Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 602727 "," 682889 "," 566009 "
3.01.01," Receita liquida de incorporação imobiliária "," 602727 "," 682889 "," 566009 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -449459 "," -497430 "," -351182 "
3.02.01," Custos de incorporação imobiliária "," -449459 "," -497430 "," -351182 "
3.03," Resultado Bruto "," 153268 "," 185459 "," 214827 "
3.04," Despesas/Receitas Operacionais "," -118410 "," -90776 "," -94361 "
3.04.01," Despesas com Vendas "," -42371 "," -32838 "," -31488 "
3.04.02," Despesas Gerais e Administrativas "," -68919 "," -62727 "," -60953 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," -10871 "," -2670 "," -3558 "
3.04.05," Outras Despesas Operacionais "," -724 "," -480 "," -1100 "
3.04.05.01," Despesas tributárias "," -724 "," -480 "," -1100 "
3.04.06," Resultado de Equivalência Patrimonial "," 4475 "," 7939 "," 2738 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 34858 "," 94683 "," 120466 "
3.06," Resultado Financeiro "," 5375 "," 3229 "," 11721 "
3.06.01," Receitas Financeiras "," 17569 "," 10783 "," 14571 "
3.06.02," Despesas Financeiras "," -12194 "," -7554 "," -2850 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 40233 "," 97912 "," 132187 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -16375 "," -17768 "," -20608 "
3.08.01," Corrente "," -14060 "," -12289 "," -20112 "
3.08.02," Diferido "," -2315 "," -5479 "," -496 "
3.09," Resultado Líquido das Operações Continuadas "," 23858 "," 80144 "," 111579 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 23858 "," 80144 "," 111579 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 0 "," 80144 "," 111579 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
