Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 2275744 "," 1671020 "," 1845941 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -1643701 "," -1188582 "," -1354091 "
3.03," Resultado Bruto "," 632043 "," 482438 "," 491850 "
3.04," Despesas/Receitas Operacionais "," -366894 "," -210377 "," -253658 "
3.04.01," Despesas com Vendas "," -142431 "," -118807 "," -149621 "
3.04.02," Despesas Gerais e Administrativas "," -155991 "," -120071 "," -104357 "
3.04.02.01," Gerais e Administrativas "," -121575 "," -103804 "," -96347 "
3.04.02.02," Remuneração da Administração "," -34416 "," -16267 "," -8010 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -68708 "," 24170 "," -3784 "
3.04.05.01," Outras Despesas Operacionais "," -8707 "," 11965 "," 2437 "
3.04.05.02," Provisões "," -60001 "," 12205 "," -6221 "
3.04.06," Resultado de Equivalência Patrimonial "," 236 "," 4331 "," 4104 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 265149 "," 272061 "," 238192 "
3.06," Resultado Financeiro "," 64698 "," 13909 "," -8367 "
3.06.01," Receitas Financeiras "," 102731 "," 66206 "," 72571 "
3.06.02," Despesas Financeiras "," -38033 "," -52297 "," -80938 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 329847 "," 285970 "," 229825 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -41931 "," -32839 "," -37762 "
3.08.01," Corrente "," -42640 "," -36264 "," -37076 "
3.08.02," Diferido "," 709 "," 3425 "," -686 "
3.09," Resultado Líquido das Operações Continuadas "," 287916 "," 253131 "," 192063 "
3.10," Resultado Líquido de Operações Descontinuadas "," -1695 "," -199782 "," -49323 "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," -1695 "," -199782 "," -49323 "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 286221 "," 53349 "," 142740 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 231212 "," 14684 "," 119191 "
3.11.02," Atribuído a Sócios Não Controladores "," 55009 "," 38665 "," 23549 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 1123.00000 "," 0.07100 "," 0.56000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 1.12300 "," 0.07100 "," 0.56000 "
