Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2," Passivo Total "," 972951000 "," 987419000 "
2.01," Passivo Circulante "," 134913000 "," 136287000 "
2.01.01," Obrigações Sociais e Trabalhistas "," 8335000 "," 10150000 "
2.01.01.01," Obrigações Sociais "," "," "
2.01.01.02," Obrigações Trabalhistas "," "," "
2.01.02," Fornecedores "," 30597000 "," 35645000 "
2.01.02.01," Fornecedores Nacionais "," "," "
2.01.02.02," Fornecedores Estrangeiros "," "," "
2.01.03," Obrigações Fiscais "," 4089000 "," 1029000 "
2.01.03.01," Obrigações Fiscais Federais "," 4089000 "," 1029000 "
2.01.03.01.01," Imposto de Renda e Contribuição Social a Pagar "," 4089000 "," 1029000 "
2.01.03.02," Obrigações Fiscais Estaduais "," "," "
2.01.03.03," Obrigações Fiscais Municipais "," "," "
2.01.04," Empréstimos e Financiamentos "," 50631000 "," 51364000 "
2.01.04.01," Empréstimos e Financiamentos "," 20316000 "," 21751000 "
2.01.04.01.01," Em Moeda Nacional "," "," "
2.01.04.01.02," Em Moeda Estrangeira "," "," "
2.01.04.02," Debêntures "," "," "
2.01.04.03," Financiamento por Arrendamento "," 30315000 "," 29613000 "
2.01.05," Outras Obrigações "," 32789000 "," 26491000 "
2.01.05.01," Passivos com Partes Relacionadas "," "," "
2.01.05.01.01," Débitos com Coligadas "," "," "
2.01.05.01.03," Débitos com Controladores "," "," "
2.01.05.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.01.05.02," Outros "," 32789000 "," 26491000 "
2.01.05.02.01," Dividendos e JCP a Pagar "," 0 "," 4457000 "
2.01.05.02.02," Dividendo Mínimo Obrigatório a Pagar "," "," "
2.01.05.02.03," Obrigações por Pagamentos Baseados em Ações "," "," "
2.01.05.02.04," Impostos e contribuições "," 22325000 "," 13696000 "
2.01.05.02.05," Acordo com autoridades norte americanas "," "," "
2.01.05.02.06," Outras Contas e Despesas a pagar "," 10464000 "," 8338000 "
2.01.06," Provisões "," 3632000 "," 8049000 "
2.01.06.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," "," "
2.01.06.01.01," Provisões Fiscais "," "," "
2.01.06.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.01.06.01.03," Provisões para Benefícios a Empregados "," "," "
2.01.06.01.04," Provisões Cíveis "," "," "
2.01.06.02," Outras Provisões "," 3632000 "," 8049000 "
2.01.06.02.01," Provisões para Garantias "," "," "
2.01.06.02.02," Provisões para Reestruturação "," "," "
2.01.06.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.01.06.02.04," Plano de Pensão e de Saúde "," 3632000 "," 8049000 "
2.01.07," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," 4840000 "," 3559000 "
2.01.07.01," Passivos sobre Ativos Não-Correntes a Venda "," 4840000 "," 3559000 "
2.01.07.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02," Passivo Não Circulante "," 448457000 "," 539982000 "
2.02.01," Empréstimos e Financiamentos "," 277187000 "," 341184000 "
2.02.01.01," Empréstimos e Financiamentos "," 178908000 "," 258287000 "
2.02.01.01.01," Em Moeda Nacional "," "," "
2.02.01.01.02," Em Moeda Estrangeira "," "," "
2.02.01.02," Debêntures "," "," "
2.02.01.03," Financiamento por Arrendamento "," 98279000 "," 82897000 "
2.02.02," Outras Obrigações "," 1676000 "," 1853000 "
2.02.02.01," Passivos com Partes Relacionadas "," "," "
2.02.02.01.01," Débitos com Coligadas "," "," "
2.02.02.01.03," Débitos com Controladores "," "," "
2.02.02.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.02.02.02," Outros "," 1676000 "," 1853000 "
2.02.02.02.01," Obrigações por Pagamentos Baseados em Ações "," "," "
2.02.02.02.02," Adiantamento para Futuro Aumento de Capital "," "," "
2.02.02.02.03," Imposto de renda e contribuição social "," 1676000 "," 1853000 "
2.02.03," Tributos Diferidos "," 6857000 "," 1015000 "
2.02.03.01," Imposto de Renda e Contribuição Social Diferidos "," 6857000 "," 1015000 "
2.02.04," Provisões "," 162737000 "," 195930000 "
2.02.04.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 11263000 "," 11427000 "
2.02.04.01.01," Provisões Fiscais "," "," "
2.02.04.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.02.04.01.03," Provisões para Benefícios a Empregados "," "," "
2.02.04.01.04," Provisões Cíveis "," "," "
2.02.04.02," Outras Provisões "," 151474000 "," 184503000 "
2.02.04.02.01," Provisões para Garantias "," "," "
2.02.04.02.02," Provisões para Reestruturação "," "," "
2.02.04.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.02.04.02.04," Plano de Pensão e de Saúde "," 51498000 "," 75454000 "
2.02.04.02.05," Provisão para Desmantelamento de Áreas "," 87160000 "," 97595000 "
2.02.04.02.06," Salários, férias, encargos e participações "," 812000 "," 765000 "
2.02.04.02.07," Outras Provisões "," 12004000 "," 10689000 "
2.02.05," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.02.05.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.02.05.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02.06," Lucros e Receitas a Apropriar "," "," "
2.02.06.01," Lucros a Apropriar "," "," "
2.02.06.02," Receitas a Apropriar "," "," "
2.02.06.03," Subvenções de Investimento a Apropriar "," "," "
2.03," Patrimônio Líquido Consolidado "," 389581000 "," 311150000 "
2.03.01," Capital Social Realizado "," 205432000 "," 205432000 "
2.03.02," Reservas de Capital "," 3097000 "," 2449000 "
