Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 691075 "," 514279 "," 485894 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -438162 "," -341089 "," -322361 "
3.03," Resultado Bruto "," 252913 "," 173190 "," 163533 "
3.04," Despesas/Receitas Operacionais "," -157434 "," -124878 "," -108170 "
3.04.01," Despesas com Vendas "," -134644 "," -101069 "," -95869 "
3.04.02," Despesas Gerais e Administrativas "," -32197 "," -28258 "," -31171 "
3.04.02.01," Despesas Gerais e Administrativas "," -30909 "," -26987 "," -28846 "
3.04.02.02," Remuneração dos Administradores "," -1288 "," -1271 "," -2325 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.03.01," Despesas extraordinarias "," "," "," "
3.04.04," Outras Receitas Operacionais "," 15919 "," 12157 "," 21718 "
3.04.05," Outras Despesas Operacionais "," -6512 "," -7708 "," -2848 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 95479 "," 48312 "," 55363 "
3.06," Resultado Financeiro "," -653599 "," -48020 "," -68494 "
3.06.01," Receitas Financeiras "," 24835 "," 14879 "," 13261 "
3.06.02," Despesas Financeiras "," -678434 "," -62899 "," -81755 "
3.06.02.01," Despesas Financeiras - Giro "," -54507 "," -41216 "," -55002 "
3.06.02.02," Outras Despesas Financeiras "," -32912 "," -21683 "," -26753 "
3.06.02.03," Resultado financeiro não recorrente "," -591015 "," 0 "," 0 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -558120 "," 292 "," -13131 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -14521 "," -9253 "," 2770 "
3.08.01," Corrente "," -16294 "," -8075 "," -515 "
3.08.02," Diferido "," 1773 "," -1178 "," 3285 "
3.09," Resultado Líquido das Operações Continuadas "," -572641 "," -8961 "," -10361 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," -572641 "," -8961 "," -10361 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -572641 "," -8961 "," -10361 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -230.95205 "," -3.61406 "," -4.17870 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," -230.95205 "," -3.61406 "," -4.17870 "
