Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 24385 "," 7681 "," 13143 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -15801 "," -5287 "," -11143 "
3.03," Resultado Bruto "," 8584 "," 2394 "," 2000 "
3.04," Despesas/Receitas Operacionais "," 1408203 "," -270613 "," -321536 "
3.04.01," Despesas com Vendas "," -8932 "," -21944 "," -61571 "
3.04.01.01," Perdas/Reversões do Receb.de créditos com clientes "," -6341 "," -19432 "," -57775 "
3.04.01.02," Despesas com Vendas "," -2591 "," -2512 "," -3796 "
3.04.02," Despesas Gerais e Administrativas "," 1418124 "," -232182 "," -267260 "
3.04.02.01," Administrativas e Gerais "," -83769 "," -54820 "," -98569 "
3.04.02.02," Depreciações e Amortizações "," -7597 "," -16560 "," -8647 "
3.04.02.03," Provisões de Futuras Perdas Operacionais "," -37956 "," -485241 "," -188072 "
3.04.02.04," Outras receitas e despesas operacionais "," 1547446 "," 324439 "," 28028 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," 0 "," -23 "," 12972 "
3.04.05.04," Participação dos Acionistas Minoritários "," 0 "," 0 "," 12972 "
3.04.05.05," Provisões de perdas sobre investimentos "," 0 "," -23 "," 0 "
3.04.06," Resultado de Equivalência Patrimonial "," -989 "," -16464 "," -5677 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 1416787 "," -268219 "," -319536 "
3.06," Resultado Financeiro "," -127974 "," -230388 "," -131278 "
3.06.01," Receitas Financeiras "," 43957 "," 7270 "," 7793 "
3.06.02," Despesas Financeiras "," -171931 "," -237658 "," -139071 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 1288813 "," -498607 "," -450814 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 13141 "," 9837 "," -285 "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," 13141 "," 9837 "," -285 "
3.09," Resultado Líquido das Operações Continuadas "," 1301954 "," -488770 "," -451099 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 1301954 "," -488770 "," -451099 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 1287018 "," -542786 "," -464071 "
3.11.02," Atribuído a Sócios Não Controladores "," 14936 "," 54016 "," 12972 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 7440.00000 "," -63710.00000 "," -54.44845 "
3.99.01.02," PN "," 8184.00000 "," -70081.00000 "," -59.89330 "
3.99.02," Lucro Diluído por Ação "," "," "," "
