Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 5389645 "," 4106994 "," 3793558 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -3639138 "," -2764451 "," -2469071 "
3.02.01," Energia elétrica comprada para revenda "," -2740809 "," -1806324 "," -1763443 "
3.02.02," Custo de Construção "," -544019 "," -560744 "," -409382 "
3.02.03," Custo da operação "," -354310 "," -397383 "," -296246 "
3.03," Resultado Bruto "," 1750507 "," 1342543 "," 1324487 "
3.04," Despesas/Receitas Operacionais "," -507545 "," -447068 "," -525040 "
3.04.01," Despesas com Vendas "," -163891 "," -50150 "," -170908 "
3.04.02," Despesas Gerais e Administrativas "," -239638 "," -333871 "," -215435 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," -69271 "," -48067 "," -90414 "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -34745 "," -14980 "," -48283 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 1242962 "," 895475 "," 799447 "
3.06," Resultado Financeiro "," -86975 "," -42211 "," -14966 "
3.06.01," Receitas Financeiras "," 203936 "," 151675 "," 202838 "
3.06.02," Despesas Financeiras "," -290911 "," -193886 "," -217804 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 1155987 "," 853264 "," 784481 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -212564 "," -152991 "," -137406 "
3.08.01," Corrente "," -112834 "," -147130 "," -77482 "
3.08.02," Diferido "," -99730 "," -5861 "," -59924 "
3.09," Resultado Líquido das Operações Continuadas "," 943423 "," 700273 "," 647075 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 943423 "," 700273 "," 647075 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 5.74613 "," 4.26517 "," 3.94116 "
3.99.01.02," PN "," 5.74613 "," 4.26517 "," 3.94116 "
3.99.01.03," PNA "," 5.74613 "," 4.26517 "," 3.94116 "
3.99.01.04," PNB "," 5.74613 "," 4.26517 "," 3.94116 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 5.74613 "," 4.26517 "," 3.94116 "
3.99.02.02," PN "," 5.74613 "," 4.26517 "," 3.94116 "
3.99.02.03," PNA "," 5.74613 "," 4.26517 "," 3.94116 "
3.99.02.04," PNB "," 5.74613 "," 4.26517 "," 3.94116 "
