Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 2886693 "," 2689383 "," 2417420 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -2739535 "," -2388393 "," -2286961 "
3.03," Resultado Bruto "," 147158 "," 300990 "," 130459 "
3.04," Despesas/Receitas Operacionais "," -380711 "," -301602 "," -103635 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -116571 "," -95465 "," -91846 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," -170935 "," 0 "," 0 "
3.04.04," Outras Receitas Operacionais "," 0 "," 0 "," 169575 "
3.04.05," Outras Despesas Operacionais "," -93205 "," -206137 "," -181364 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -233553 "," -612 "," 26824 "
3.06," Resultado Financeiro "," -137903 "," -297374 "," -196648 "
3.06.01," Receitas Financeiras "," 48888 "," 23981 "," 69127 "
3.06.02," Despesas Financeiras "," -186791 "," -321355 "," -265775 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -371456 "," -297986 "," -169824 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -45022 "," 93323 "," 56016 "
3.08.01," Corrente "," 2311 "," 0 "," -10154 "
3.08.02," Diferido "," -47333 "," 93323 "," 66170 "
3.09," Resultado Líquido das Operações Continuadas "," -416478 "," -204663 "," -113808 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -416478 "," -204663 "," -113808 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -3.00000 "," -1.62000 "," -0.95000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," -3.00000 "," -1.62000 "," -0.95000 "
