Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 4288589 "," 3625619 "," 3863499 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -3439950 "," -3066562 "," -3065702 "
3.02.01," Custo dos Serviços Prestados "," -1880694 "," -1924677 "," -1952647 "
3.02.02," Custo dos Serviços de Construção "," -1559256 "," -1141885 "," -1113055 "
3.03," Resultado Bruto "," 848639 "," 559057 "," 797797 "
3.04," Despesas/Receitas Operacionais "," -223261 "," -135972 "," -241044 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -207460 "," -199785 "," -250860 "
3.04.02.01," Gerais e Administrativas "," -207460 "," -172129 "," -218471 "
3.04.02.02," Remuneração da Administração "," 0 "," -27656 "," -32389 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," -27826 "," 0 "," 0 "
3.04.04," Outras Receitas Operacionais "," 12023 "," 63813 "," 9943 "
3.04.05," Outras Despesas Operacionais "," 2 "," 0 "," -127 "
3.04.05.01," Tributárias "," 2 "," 0 "," -127 "
3.04.05.02," Amortização do Ágio em Investimentos "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 625378 "," 423085 "," 556753 "
3.06," Resultado Financeiro "," -783222 "," -482264 "," -572472 "
3.06.01," Receitas Financeiras "," 80103 "," 118666 "," 66071 "
3.06.01.01," Receitas Financeiras "," 69576 "," 118666 "," 66071 "
3.06.01.02," Variação Cambial Líquida "," "," "," "
3.06.01.03," Operações de swap líquidas "," 5374 "," 0 "," 0 "
3.06.01.04," Ajuste líquidos de valor de mercado de derivativos "," 5153 "," 0 "," 0 "
3.06.02," Despesas Financeiras "," -863325 "," -600930 "," -638543 "
3.06.02.01," Despesas Financeiras "," -836133 "," -537034 "," -630248 "
3.06.02.02," Variação Cambial Líquida "," -27192 "," -63896 "," -8295 "
3.06.02.03," Operações de swap líquidas "," "," "," "
3.06.02.04," Ajuste líquidos de valor de mercado de derivativos "," "," "," "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -157844 "," -59179 "," -15719 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -723 "," 10990 "," -21220 "
3.08.01," Corrente "," -109246 "," -124865 "," -162547 "
3.08.02," Diferido "," 108523 "," 135855 "," 141327 "
3.09," Resultado Líquido das Operações Continuadas "," -158567 "," -48189 "," -36939 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -158567 "," -48189 "," -36939 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -158567 "," -48189 "," -36939 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -0.21440 "," -0.06590 "," -0.05050 "
3.99.02," Lucro Diluído por Ação "," "," "," "
