Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," "," "," "
3.02," Custo dos Bens e/ou Serviços Vendidos "," "," "," "
3.03," Resultado Bruto "," "," "," "
3.04," Despesas/Receitas Operacionais "," -136 "," -132 "," -151 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -96 "," -97 "," -113 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.04.01," Resultado na alienação de investimento "," "," "," "
3.04.05," Outras Despesas Operacionais "," -40 "," -35 "," -38 "
3.04.05.01," Despesas tributárias "," -27 "," -24 "," -28 "
3.04.05.02," Outras despesas operacionais "," "," "," "
3.04.05.03," Despesas de serviços do sistema financeiro "," -13 "," -11 "," -10 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -136 "," -132 "," -151 "
3.06," Resultado Financeiro "," 48 "," 30 "," 73 "
3.06.01," Receitas Financeiras "," 48 "," 32 "," 73 "
3.06.02," Despesas Financeiras "," 0 "," -2 "," 0 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -88 "," -102 "," -78 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," "," "," "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," -88 "," -102 "," -78 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -88 "," -102 "," -78 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -0.04571 "," -0.05248 "," -0.04038 "
3.99.02," Lucro Diluído por Ação "," "," "," "
