Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 1238110 "," 900740 "," 1276559 "
3.01.01," Suprimento de Energia Elétrica "," 0 "," 0 "," 386563 "
3.01.02," Disponibilização do Sistema de Transmissão "," 1214143 "," 1047477 "," 881957 "
3.01.03," Amortização Ativo Financeiro "," -675119 "," -541392 "," -422378 "
3.01.04," Remuneração do Ativo Financeiro "," 821581 "," 559579 "," 496020 "
3.01.05," Energia Elétrica de Curto Prazo "," 0 "," 0 "," 95095 "
3.01.06," Receita de Construção "," 124500 "," 50584 "," 91683 "
3.01.07," Outras Receitas "," 6757 "," 6463 "," 0 "
3.01.08," ICMS/ISS "," 0 "," 0 "," -803 "
3.01.09," PIS e COFINS "," -112162 "," -96016 "," -118800 "
3.01.10," Quota RGR "," -2536 "," -2203 "," -2479 "
3.01.11," Outros Encargos "," -23429 "," -16288 "," -15929 "
3.01.12," Encargos do Consumidor - P&D / MME / FNDCT "," -9947 "," -8299 "," -11056 "
3.01.13," Conta de Desenvolvimento Energético - CDE "," -101907 "," -95306 "," -74300 "
3.01.14," Taxa de Fiscalização do Serviço Público de Energia Elétrica - TFSEE "," -3771 "," -3859 "," -3202 "
3.01.15," Compensação Financeira pela Utilização de Recursos Hídricos - CFURH "," 0 "," 0 "," -25812 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -545176 "," -358037 "," -602383 "
3.02.01," Custo com Energia Elétrica "," 0 "," 0 "," -105817 "
3.02.02," Custo de Operação "," -545176 "," -358037 "," -496566 "
3.03," Resultado Bruto "," 692934 "," 542703 "," 674176 "
3.04," Despesas/Receitas Operacionais "," -294537 "," -92079 "," -47026 "
3.04.01," Despesas com Vendas "," -3102 "," 6701 "," -1306 "
3.04.02," Despesas Gerais e Administrativas "," -97581 "," -89801 "," -98450 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 182679 "," 22051 "," 22343 "
3.04.05," Outras Despesas Operacionais "," -426843 "," -59445 "," -45908 "
3.04.05.01," Outras Despesas Operacionais "," -393812 "," -57041 "," -45252 "
3.04.05.02," Outras Despesas "," -33031 "," -2404 "," -656 "
3.04.06," Resultado de Equivalência Patrimonial "," 50310 "," 28415 "," 76295 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 398397 "," 450624 "," 627150 "
3.06," Resultado Financeiro "," -45973 "," -154591 "," -31915 "
3.06.01," Receitas Financeiras "," 160666 "," 147491 "," 158254 "
3.06.02," Despesas Financeiras "," -206639 "," -302082 "," -190169 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 352424 "," 296033 "," 595235 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -315565 "," -149985 "," -9318 "
3.08.01," Corrente "," -178538 "," -91352 "," -115872 "
3.08.02," Diferido "," -137027 "," -58633 "," 106554 "
3.09," Resultado Líquido das Operações Continuadas "," 36859 "," 146048 "," 585917 "
3.10," Resultado Líquido de Operações Descontinuadas "," 37009 "," 130313 "," 0 "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," 37009 "," 130313 "," 0 "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 73868 "," 276361 "," 585917 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 85587 "," 278896 "," 588335 "
3.11.02," Atribuído a Sócios Não Controladores "," -11715 "," -2532 "," -2418 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 4.00000 "," 15.00000 "," 61.00000 "
3.99.01.02," PN "," 4.00000 "," 15.00000 "," 61.00000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 4.00000 "," 15.00000 "," 61.00000 "
3.99.02.02," PN "," 4.00000 "," 15.00000 "," 61.00000 "
