Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 26965360 "," 19406344 "," 17122825 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -22320336 "," -15571421 "," -13830264 "
3.03," Resultado Bruto "," 4645024 "," 3834923 "," 3292561 "
3.04," Despesas/Receitas Operacionais "," -2609606 "," -2041150 "," -1830479 "
3.04.01," Despesas com Vendas "," -1766570 "," -1304005 "," -1201107 "
3.04.02," Despesas Gerais e Administrativas "," -857581 "," -705834 "," -625050 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 14545 "," 0 "," 0 "
3.04.05," Outras Despesas Operacionais "," 0 "," -31311 "," -4322 "
3.04.05.01," Outras Despesas "," 0 "," -31311 "," -4322 "
3.04.05.02," Resultado de Minoritários "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 2035418 "," 1793773 "," 1462082 "
3.06," Resultado Financeiro "," -1449811 "," -1027759 "," -1594692 "
3.06.01," Receitas Financeiras "," 75015 "," 74897 "," 64385 "
3.06.02," Despesas Financeiras "," -1524826 "," -1102656 "," -1659077 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 585607 "," 766014 "," -132610 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 13272 "," -68922 "," 148767 "
3.08.01," Corrente "," -64918 "," -93734 "," -153037 "
3.08.02," Diferido "," 78190 "," 24812 "," 301804 "
3.09," Resultado Líquido das Operações Continuadas "," 598879 "," 697092 "," 16157 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 598879 "," 697092 "," 16157 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 598879 "," 697092 "," 16157 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 1.02610 "," 1.32685 "," 0.04035 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 1.02610 "," 1.32685 "," 0.04035 "
