Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 499484 "," 434081 "," 452322 "
3.01.01," Serviços Prestados "," 383448 "," 352921 "," 370084 "
3.01.02," Receita dos Serviços de Construção "," 133193 "," 94182 "," 94322 "
3.01.03," Receitas Acessórias "," 17570 "," 16915 "," 18864 "
3.01.04," Deduções dos Serviços Prestados "," -34727 "," -29937 "," -30948 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -448091 "," -449817 "," -427615 "
3.02.01," Custos dos Serviços Prestados "," -314898 "," -355635 "," -333293 "
3.02.02," Custos dos Serviços de Construção "," -133193 "," -94182 "," -94322 "
3.03," Resultado Bruto "," 51393 "," -15736 "," 24707 "
3.04," Despesas/Receitas Operacionais "," -22977 "," -24528 "," -26572 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -26829 "," -26248 "," -28330 "
3.04.02.01," Remuneração da Administração "," 0 "," 0 "," -3201 "
3.04.02.02," Despesas Gerais e Administrativas "," -26829 "," -26248 "," -25129 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 3852 "," 1720 "," 1758 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 28416 "," -40264 "," -1865 "
3.06," Resultado Financeiro "," -52984 "," -51816 "," -65512 "
3.06.01," Receitas Financeiras "," 2184 "," 3417 "," 3710 "
3.06.02," Despesas Financeiras "," -55168 "," -55233 "," -69222 "
3.06.02.01," Despesas Financeiras "," -55134 "," -55152 "," -69199 "
3.06.02.02," Variação Cambial "," -34 "," -81 "," -23 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -24568 "," -92080 "," -67377 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 7943 "," 31081 "," 22562 "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," 7943 "," 31081 "," 22562 "
3.09," Resultado Líquido das Operações Continuadas "," -16625 "," -60999 "," -44815 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -16625 "," -60999 "," -44815 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -0.00730 "," -0.02670 "," -0.02010 "
3.99.02," Lucro Diluído por Ação "," "," "," "
