Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 126953 "," 139612 "," 143474 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -24994 "," -22909 "," -27002 "
3.02.01," Pessoal "," -10545 "," -9233 "," -9489 "
3.02.02," Material "," -855 "," -638 "," -896 "
3.02.03," Serviços de Terceiros "," -11038 "," -10760 "," -14004 "
3.02.04," Outros "," -2556 "," -2278 "," -2613 "
3.03," Resultado Bruto "," 101959 "," 116703 "," 116472 "
3.04," Despesas/Receitas Operacionais "," -10077 "," -9182 "," -11233 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -10077 "," -9182 "," -11233 "
3.04.02.01," Pessoal "," -757 "," -787 "," -390 "
3.04.02.02," Serviços de Terceiros "," -7127 "," -6719 "," -6542 "
3.04.02.03," Outros "," -2193 "," -1676 "," -4301 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 91882 "," 107521 "," 105239 "
3.06," Resultado Financeiro "," -23012 "," -21364 "," -37098 "
3.06.01," Receitas Financeiras "," 3822 "," 1873 "," 6826 "
3.06.02," Despesas Financeiras "," -26834 "," -23237 "," -43924 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 68870 "," 86157 "," 68141 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -23612 "," -23597 "," -29732 "
3.08.01," Corrente "," -25904 "," -19403 "," -26563 "
3.08.02," Diferido "," 2292 "," -4194 "," -3169 "
3.09," Resultado Líquido das Operações Continuadas "," 45258 "," 62560 "," 38409 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 45258 "," 62560 "," 38409 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 0 "," 62560 "," 38409 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.53000 "," 0.73000 "," 0.15000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.53000 "," 0.73000 "," 0.15000 "
