Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 2486150 "," 2208702 "," 834259 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -2199175 "," -1962843 "," -686132 "
3.03," Resultado Bruto "," 286975 "," 245859 "," 148127 "
3.04," Despesas/Receitas Operacionais "," -79082 "," -40403 "," -12733 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -90720 "," -75609 "," -49760 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 11638 "," 35206 "," 37304 "
3.04.05," Outras Despesas Operacionais "," 0 "," 0 "," -277 "
3.04.05.01," Despesas tributárias "," 0 "," 0 "," -277 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 207893 "," 205456 "," 135394 "
3.06," Resultado Financeiro "," -128955 "," -85365 "," -31709 "
3.06.01," Receitas Financeiras "," 148863 "," 150097 "," 59522 "
3.06.02," Despesas Financeiras "," -277818 "," -235462 "," -91231 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 78938 "," 120091 "," 103685 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -9745 "," -6892 "," -14943 "
3.08.01," Corrente "," 1501 "," -6139 "," -14943 "
3.08.02," Diferido "," -11246 "," -753 "," 0 "
3.09," Resultado Líquido das Operações Continuadas "," 69193 "," 113199 "," 88742 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 69193 "," 113199 "," 88742 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 69193 "," 113199 "," 88742 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.09030 "," 0.14770 "," 0.14560 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.09030 "," 0.17810 "," 0.14560 "
