Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 102352 "," 101288 "," 108109 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -44812 "," -74496 "," -77088 "
3.03," Resultado Bruto "," 57540 "," 26792 "," 31021 "
3.04," Despesas/Receitas Operacionais "," -125879 "," -17194 "," -14629 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -125947 "," -17167 "," -15621 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 68 "," -27 "," 992 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -68339 "," 9598 "," 16392 "
3.06," Resultado Financeiro "," -16226 "," -12566 "," -12503 "
3.06.01," Receitas Financeiras "," 1035 "," 139 "," 303 "
3.06.02," Despesas Financeiras "," -17261 "," -12705 "," -12806 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -84565 "," -2968 "," 3889 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 26361 "," -372 "," -743 "
3.08.01," Corrente "," 0 "," -462 "," -451 "
3.08.02," Diferido "," 26361 "," 90 "," -292 "
3.09," Resultado Líquido das Operações Continuadas "," -58204 "," -3340 "," 3146 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -58204 "," -3340 "," 3146 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.13280 "," 0.00760 "," 0.00720 "
3.99.02," Lucro Diluído por Ação "," "," "," "
