Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receitas da Intermediação Financeira "," 4591196 "," 4025941 "," 3512137 "
3.01.01," Receitas da Intermediação Financeira "," 4591196 "," 4025941 "," 3512137 "
3.02," Despesas da Intermediação Financeira "," -1881423 "," -1120215 "," -1293531 "
3.02.01," Despesas da Intermediação Financeira "," -1881423 "," -1120215 "," -1293531 "
3.03," Resultado Bruto Intermediação Financeira "," 2709773 "," 2905726 "," 2218606 "
3.04," Outras Despesas/Receitas Operacionais "," -2768959 "," -2551171 "," -2073783 "
3.04.01," Receitas de Prestação de Serviços "," 95848 "," 108393 "," 153745 "
3.04.02," Despesas de Pessoal "," -418839 "," -447629 "," -321210 "
3.04.03," Outras Despesas Administrativas "," -1001779 "," -929171 "," -746728 "
3.04.04," Despesas Tributárias "," -162000 "," -163734 "," -133895 "
3.04.05," Outras Receitas Operacionais "," 387241 "," 203164 "," 268514 "
3.04.05.01," Ganho (perda) líquido com ativos e passivos financeiros "," 118002 "," 87633 "," 116525 "
3.04.05.02," Recuperação de créditos baixados como prejuízo "," 204142 "," 114485 "," 151989 "
3.04.05.03," Outras resultados não operacionais "," 65097 "," 1046 "," 0 "
3.04.06," Outras Despesas Operacionais "," -1688437 "," -1329368 "," -1294209 "
3.04.06.01," Provisão ao valor recuperável de ativos financeiros "," -1096102 "," -917728 "," -671046 "
3.04.06.02," Outras receitas (despesas) operacionais "," -592335 "," -411640 "," -622780 "
3.04.06.03," Outras resultados não operacionais "," 0 "," 0 "," -383 "
3.04.07," Resultado da Equivalência Patrimonial "," 19007 "," 7174 "," 0 "
3.05," Resultado Antes dos Tributos sobre o Lucro "," -59186 "," 354555 "," 144823 "
3.06," Imposto de Renda e Contribuição Social sobre o Lucro "," 231347 "," -44474 "," 244986 "
3.06.01," Corrente "," -68034 "," -30950 "," -66144 "
3.06.02," Diferido "," 299381 "," -13524 "," 311130 "
3.07," Resultado Líquido das Operações Continuadas "," 172161 "," 310081 "," 389809 "
3.08," Resultado Líquido das Operações Descontinuadas "," "," "," "
3.08.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.08.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.09," Lucro/Prejuízo do Período "," 172161 "," 310081 "," 389809 "
3.09.01," Atribuído a Sócios da Empresa Controladora "," 169662 "," 313677 "," 387395 "
3.09.02," Atribuído a Sócios Não Controladores "," 2499 "," -3596 "," 2414 "
3.99," Lucro por Ação - (R$ / Ação) "," 1.16400 "," 2.13400 "," 2.94600 "
3.99.01," Lucro Básico por Ação "," 0.58200 "," 1.06700 "," 1.47300 "
3.99.01.01," ON "," 0.29090 "," 0.53360 "," 0.73640 "
3.99.01.02," PN "," 0.29090 "," 0.53360 "," 0.73640 "
3.99.02," Lucro Diluído por Ação "," 0.58200 "," 1.06700 "," 1.47300 "
3.99.02.01," ON "," 0.29090 "," 0.53360 "," 0.73640 "
3.99.02.02," PN "," 0.29090 "," 0.53360 "," 0.73640 "
