Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 8311112 "," 7356088 "," 7820387 "
3.01.01," Fornecimento bruto de energia elétrica "," 7670542 "," 7337485 "," 7037448 "
3.01.02," Receita de operação e manutenção "," 612898 "," 511366 "," 550289 "
3.01.03," Receita de atualização da bonificação pela outorga "," 523105 "," 347057 "," 318267 "
3.01.04," Receita de construção "," 251973 "," 201451 "," 311759 "
3.01.05," Transações com energia na CCEE "," 339739 "," 153762 "," 438555 "
3.01.06," Receita de Indenização da transmissão "," "," "," "
3.01.07," Receita de Indenização de geração "," "," "," "
3.01.08," Ressarcimento pela suspensão de fornecimento de energia "," 0 "," 0 "," 64640 "
3.01.09," Pis/Pasep e Cofins sobre ICMS "," 0 "," 0 "," 413616 "
3.01.10," Impostos e encargos incidentes sobre as receitas "," -1963252 "," -1747272 "," -1824220 "
3.01.11," Remuneração financeira do ativo de contrato da transmissão "," 630900 "," 411968 "," 327995 "
3.01.12," Receita por antecipação de prestação de serviço "," 153970 "," 0 "," 0 "
3.01.20," Outras receitas operacionais "," 91237 "," 140271 "," 182038 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -5648121 "," -5048921 "," -5230240 "
3.02.01," Energia elétrica comprada para revenda "," -4494512 "," -4026190 "," -3841262 "
3.02.02," Encargos de uso da rede básica de transmissão "," -214987 "," -199246 "," -189901 "
3.02.03," Pessoal e administradores "," -273787 "," -257605 "," -274004 "
3.02.04," Materiais "," -25722 "," -15326 "," -20640 "
3.02.05," Serviços de terceiros "," -142964 "," -121340 "," -124494 "
3.02.06," Depreciação e amortização "," -250342 "," -183173 "," -195969 "
3.02.07," Provisões operacionais, líquidas "," -33301 "," -33325 "," -317406 "
3.02.08," Compensação Financeira pela Utilização de Recursos Hídricos "," "," "," "
3.02.09," Custo de construção de infraestrutura de transmissão "," -183386 "," -146652 "," -220390 "
3.02.10," Outros Custos de Operação "," -29120 "," -66064 "," -46174 "
3.03," Resultado Bruto "," 2662991 "," 2307167 "," 2590147 "
3.04," Despesas/Receitas Operacionais "," 619344 "," 66322 "," -1285220 "
3.04.01," Despesas com Vendas "," -13497 "," -11054 "," -38407 "
3.04.02," Despesas Gerais e Administrativas "," -107367 "," -109480 "," -121683 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 1246764 "," 502108 "," 0 "
3.04.04.01," Revisão Tarifaria Periódica, líquida "," 214955 "," 502108 "," 0 "
3.04.04.02," Repactuação do risco hidrológico - Lei 14.052/20 "," 1031809 "," 0 "," 0 "
3.04.05," Outras Despesas Operacionais "," -200800 "," -178704 "," -1042462 "
3.04.05.01," Outras Despesas Operacionais "," -200800 "," -178446 "," -351772 "
3.04.05.02," Despesas com Provisões Operacionais "," 0 "," -258 "," -690690 "
3.04.05.03," Ajuste referente à desvalorização em Investimentos "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," -305756 "," -136548 "," -82668 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 3282335 "," 2373489 "," 1304927 "
3.06," Resultado Financeiro "," -2160710 "," -893829 "," 233950 "
3.06.01," Receitas Financeiras "," 138033 "," 1890015 "," 1383270 "
3.06.02," Despesas Financeiras "," -2298743 "," -2783844 "," -1149320 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 1121625 "," 1479660 "," 1538877 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -250191 "," -424125 "," -637519 "
3.08.01," Corrente "," -364000 "," -167677 "," -549733 "
3.08.02," Diferido "," 113809 "," -256448 "," -87786 "
3.09," Resultado Líquido das Operações Continuadas "," 871434 "," 1055535 "," 901358 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 871434 "," 1055535 "," 901358 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 871434 "," 1055535 "," 901358 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.30000 "," 0.36000 "," 0.31000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.30000 "," 0.36000 "," 0.31000 "
