Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 3757969 "," 3200238 "," 3197523 "
3.01.01," Receita líquida de venda de energia "," 3757969 "," 3200238 "," 3197523 "
3.01.02," Compartilhamento de receita líquida relacionada ao 2° cronograma de antecipação "," "," "," "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -2264076 "," -2691029 "," -2479440 "
3.02.01," Custo com Venda de Energia Elétrica "," -1146484 "," -1576314 "," -1542373 "
3.02.02," Custo de Operação "," -1117592 "," -1114715 "," -937067 "
3.02.03," Compartilhamento de Custos Relacionados ao Cronograma de Antecipação (Reversão Impairment) "," "," "," "
3.02.04," Compartilhamento de custos relacionados ao 2°cronograma de antecipação "," "," "," "
3.03," Resultado Bruto "," 1493893 "," 509209 "," 718083 "
3.04," Despesas/Receitas Operacionais "," -80470 "," -82274 "," -98553 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -80557 "," -82798 "," -95223 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 87 "," 524 "," 0 "
3.04.04.01," Outras Receitas "," 87 "," 524 "," 0 "
3.04.04.02," Provisão para crédito de liquidação duvidosa "," "," "," "
3.04.05," Outras Despesas Operacionais "," 0 "," 0 "," -3330 "
3.04.05.01," Outras Despesas "," 0 "," 0 "," -3330 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 1413423 "," 426935 "," 619530 "
3.06," Resultado Financeiro "," -3209850 "," -1852835 "," -1551844 "
3.06.01," Receitas Financeiras "," 265021 "," 258769 "," 131328 "
3.06.02," Despesas Financeiras "," -3474871 "," -2111604 "," -1683172 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -1796427 "," -1425900 "," -932314 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 1802940 "," -25 "," -204 "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," 1802940 "," -25 "," -204 "
3.09," Resultado Líquido das Operações Continuadas "," 6513 "," -1425925 "," -932518 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 6513 "," -1425925 "," -932518 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.65000 "," -142.59000 "," -93.25000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," "," "," "
