Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 165270 "," 243208 "," 668362 "
3.01.01," Receita de implementação de infraestrutura, operação, manutenção e outras, líquidas "," 5636 "," 100240 "," 582294 "
3.01.02," Receita de remuneração de ativo de contrato, liquida "," 159634 "," 142968 "," 86068 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -7428 "," -115481 "," -484409 "
3.03," Resultado Bruto "," 157842 "," 127727 "," 183953 "
3.04," Despesas/Receitas Operacionais "," -4019 "," -1220 "," -568 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -4019 "," -1220 "," -568 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 153823 "," 126507 "," 183385 "
3.06," Resultado Financeiro "," -86270 "," -30620 "," -1451 "
3.06.01," Receitas Financeiras "," 2101 "," 2102 "," 0 "
3.06.02," Despesas Financeiras "," -88371 "," -32722 "," -1451 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 67553 "," 95887 "," 181934 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -15656 "," -20817 "," -67558 "
3.08.01," Corrente "," -1150 "," -2308 "," 0 "
3.08.02," Diferido "," -14506 "," -18509 "," -67558 "
3.09," Resultado Líquido das Operações Continuadas "," 51897 "," 75070 "," 114376 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 51897 "," 75070 "," 114376 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.30320 "," 0.43860 "," 0.69480 "
3.99.01.02," PN "," "," "," "
3.99.01.03," PNA "," "," "," "
3.99.01.04," PNB "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.30320 "," 0.43860 "," 0.69480 "
3.99.02.02," PN "," "," "," "
3.99.02.03," PNA "," "," "," "
3.99.02.04," PNB "," "," "," "
