Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 20658070 "," 15490533 "," 14704049 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -17220252 "," -12867960 "," -12985896 "
3.02.01," Energia Elétrica Comprada para Revenda "," -10047041 "," -8217260 "," -7940730 "
3.02.02," Energia Elétrica Comprada para Revenda - PROINFA "," -261181 "," -224518 "," -292901 "
3.02.03," Encargos do Uso do Sistema de Transmissão e Distribuição "," -3229202 "," -1990586 "," -1672827 "
3.02.07," Pessoal e Administradores "," -484105 "," -599952 "," -739814 "
3.02.08," Entidade de Previdência Privada "," -5149 "," 447629 "," -26502 "
3.02.09," Serviços de Terceiros "," -714677 "," -427983 "," -509266 "
3.02.10," Material "," -48295 "," -80590 "," -58722 "
3.02.11," Custo de Construção "," -1616179 "," -953452 "," -730752 "
3.02.12," Provisão para Créditos de Liquidação Duvidosa, Líquida "," 0 "," 0 "," -231437 "
3.02.13," Provisão para Processos Judiciais e Outros, Líquida "," -6766 "," -10032 "," -57745 "
3.02.16," Depreciação e Amortização "," -544257 "," -544542 "," -649972 "
3.02.17," Outras Receitas e Despesas Operacionais "," -263400 "," -266674 "," -75228 "
3.03," Resultado Bruto "," 3437818 "," 2622573 "," 1718153 "
3.04," Despesas/Receitas Operacionais "," -982193 "," -597508 "," 0 "
3.04.01," Despesas com Vendas "," -672773 "," -309518 "," 0 "
3.04.02," Despesas Gerais e Administrativas "," -483532 "," -478972 "," 0 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 174112 "," 190982 "," 0 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 2455625 "," 2025065 "," 1718153 "
3.06," Resultado Financeiro "," -853937 "," -615026 "," -550367 "
3.06.01," Receitas Financeiras "," 575668 "," 316334 "," 316706 "
3.06.02," Despesas Financeiras "," -1429605 "," -931360 "," -867073 "
3.06.02.01," Despesas Financeiras "," -1432183 "," -928163 "," -866319 "
3.06.02.02," Variações Cambiais, Líquidas "," 2578 "," -3197 "," -754 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 1601688 "," 1410039 "," 1167786 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -460255 "," -429223 "," -390719 "
3.08.01," Corrente "," -116359 "," 0 "," 22287 "
3.08.02," Diferido "," -343896 "," -429223 "," -413006 "
3.09," Resultado Líquido das Operações Continuadas "," 1141433 "," 980816 "," 777067 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 1141433 "," 980816 "," 777067 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 5.78037 "," 4.96699 "," 3.93537 "
3.99.02," Lucro Diluído por Ação "," "," "," "
