Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
1," Ativo Total "," 6093233 "," 3916546 "
1.01," Ativo Circulante "," 2689986 "," 1459161 "
1.01.01," Caixa e Equivalentes de Caixa "," 849338 "," 624039 "
1.01.01.01," Caixas e Bancos em Reais "," 78245 "," 40013 "
1.01.01.02," Caixas e Bancos em Moeda Estrangeira "," 354023 "," 280237 "
1.01.01.03," Aplicações Financeiras de Curto Prazo "," 366801 "," 281963 "
1.01.01.04," Aplicações Financeiras de Curto Prazo em Moeda Estrangeira "," 50269 "," 21826 "
1.01.02," Aplicações Financeiras "," "," "
1.01.02.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," "," "
1.01.02.01.01," Títulos para Negociação "," "," "
1.01.02.01.02," Títulos Designados a Valor Justo "," "," "
1.01.02.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.01.02.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.01.03," Contas a Receber "," 488392 "," 207865 "
1.01.03.01," Clientes "," 488392 "," 207865 "
1.01.03.01.01," Mercado Interno "," 330172 "," 115390 "
1.01.03.01.02," Mercado Externo "," 189362 "," 131570 "
1.01.03.01.03," Partes Relacionadas "," 17426 "," 3996 "
1.01.03.01.04," Perda de Crédito Estimada de Contas a Receber "," -48568 "," -43091 "
1.01.03.02," Outras Contas a Receber "," "," "
1.01.03.02.01," Partes relacionadas "," "," "
1.01.04," Estoques "," 950014 "," 369490 "
1.01.04.01," Produto Acabado "," 418461 "," 132020 "
1.01.04.02," Produto Em Processo "," 3490 "," 5230 "
1.01.04.03," Matérias Primas "," 212132 "," 107660 "
1.01.04.04," Materiais Secundários "," 61906 "," 29542 "
1.01.04.05," Almoxarifado "," 97038 "," 72482 "
1.01.04.06," Esqoque em Trânsito "," 72344 "," 188 "
1.01.04.07," Estoque em Poder de Terceiros "," 84643 "," 22368 "
1.01.04.08," Provisão para Perdas "," "," "
1.01.05," Ativos Biológicos "," "," "
1.01.06," Tributos a Recuperar "," 221741 "," 141702 "
1.01.06.01," Tributos Correntes a Recuperar "," 221741 "," 141702 "
1.01.06.01.01," Imposto de Renda e Contribuição Social "," 33874 "," 25938 "
1.01.06.01.02," ICMS "," 38283 "," 21143 "
1.01.06.01.03," ICMS sobre Imobilizado "," 4545 "," 2616 "
1.01.06.01.04," IPI "," 3766 "," 5414 "
1.01.06.01.05," INSS "," 4641 "," 4851 "
1.01.06.01.06," PIS "," 15179 "," 8025 "
1.01.06.01.07," COFINS "," 43711 "," 22984 "
1.01.06.01.08," REINTEGRA "," 13313 "," 14442 "
1.01.06.01.09," IVA a Compensar "," 38974 "," 31352 "
1.01.06.01.10," Outros "," 25455 "," 4937 "
1.01.07," Despesas Antecipadas "," 10173 "," 8023 "
1.01.08," Outros Ativos Circulantes "," 170328 "," 108042 "
1.01.08.01," Ativos Não-Correntes a Venda "," "," "
1.01.08.01.01," Ativos Disponíveis para Venda "," "," "
1.01.08.02," Ativos de Operações Descontinuadas "," "," "
1.01.08.03," Outros "," 170328 "," 108042 "
1.01.08.03.01," Outros Ativos de Curto Prazo "," 17441 "," 10750 "
1.01.08.03.02," Adiantamento de Fornecedores "," 123777 "," 47109 "
1.01.08.03.03," Derivativos "," 26621 "," 48628 "
1.01.08.03.04," Dividendos a Receber "," "," "
1.01.08.03.05," Créditos Contratuais "," 2489 "," 1555 "
1.02," Ativo Não Circulante "," 3403247 "," 2457385 "
1.02.01," Ativo Realizável a Longo Prazo "," 1061905 "," 733740 "
1.02.01.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," "," "
1.02.01.01.01," Títulos Designados a Valor Justo "," "," "
1.02.01.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.02.01.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.02.01.04," Contas a Receber "," "," "
1.02.01.04.01," Clientes "," "," "
1.02.01.04.02," Outras Contas a Receber "," "," "
1.02.01.05," Estoques "," "," "
1.02.01.06," Ativos Biológicos "," "," "
1.02.01.07," Tributos Diferidos "," 645464 "," 602875 "
1.02.01.07.01," CSLL Diferidos "," 165007 "," 155222 "
1.02.01.07.02," IRPJ Diferidos "," 480457 "," 447653 "
1.02.01.07.03," Impostos a Receuperar "," "," "
1.02.01.07.04," Imposto de Renda e Controbuição Social "," "," "
1.02.01.08," Despesas Antecipadas "," "," "
1.02.01.09," Créditos com Partes Relacionadas "," "," "
1.02.01.09.01," Créditos com Coligadas "," "," "
1.02.01.09.03," Créditos com Controladores "," "," "
1.02.01.09.04," Créditos com Outras Partes Relacionadas "," "," "
1.02.01.10," Outros Ativos Não Circulantes "," 416441 "," 130865 "
1.02.01.10.01," Ativos Não-Correntes a Venda "," "," "
1.02.01.10.02," Ativos de Operações Descontinuadas "," "," "
1.02.01.10.03," Depósitos Judiciais "," 16209 "," 16170 "
1.02.01.10.04," Derivativos "," 129398 "," 86659 "
1.02.01.10.05," Outros Ativos "," 33765 "," 19520 "
1.02.01.10.06," Créditos Contratuais "," 3359 "," 3359 "
1.02.01.10.07," Impostos a Recuperar "," 233616 "," 5157 "
1.02.01.10.08," Imposto de Renda e Contribuição Social "," 94 "," 0 "
1.02.02," Investimentos "," 0 "," 10300 "
1.02.02.01," Participações Societárias "," "," "
1.02.02.01.01," Participações em Coligadas "," "," "
1.02.02.01.04," Participações em Controladas em Conjunto "," "," "
1.02.02.01.05," Outros Investimentos "," "," "
1.02.02.02," Propriedades para Investimento "," 0 "," 10300 "
1.02.03," Imobilizado "," 2324993 "," 1705310 "
1.02.03.01," Imobilizado em Operação "," 1751235 "," 1079417 "
1.02.03.01.01," Imobilizado em Operação "," 1788048 "," 1079417 "
1.02.03.01.02," Provisão para Impairment "," -36813 "," 0 "
1.02.03.02," Direito de Uso em Arrendamento "," 409249 "," 355993 "
1.02.03.03," Imobilizado em Andamento "," 164509 "," 269900 "
1.02.04," Intangível "," 16349 "," 8035 "
1.02.04.01," Intangíveis "," 16349 "," 8035 "
1.02.04.01.01," Contrato de Concessão "," "," "
1.02.04.01.02," Direito de Uso de Tecnologia, Software e Outros "," 16349 "," 8035 "
1.02.04.02," Goodwill "," "," "
