Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," "," "," "
3.02," Custo dos Bens e/ou Serviços Vendidos "," "," "," "
3.03," Resultado Bruto "," "," "," "
3.04," Despesas/Receitas Operacionais "," -558 "," -626 "," -3808 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -549 "," -733 "," -1335 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 0 "," 186 "," 0 "
3.04.05," Outras Despesas Operacionais "," 0 "," 0 "," -1775 "
3.04.05.01," Provisão de processo Auto de infração "," 0 "," 0 "," -1775 "
3.04.06," Resultado de Equivalência Patrimonial "," -9 "," -79 "," -698 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -558 "," -626 "," -3808 "
3.06," Resultado Financeiro "," 89 "," 52 "," 260 "
3.06.01," Receitas Financeiras "," 144 "," 100 "," 368 "
3.06.02," Despesas Financeiras "," -55 "," -48 "," -108 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -469 "," -574 "," -3548 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," "," "," "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," -469 "," -574 "," -3548 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," -469 "," -574 "," -3548 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -444 "," -592 "," -2626 "
3.11.02," Atribuído a Sócios Não Controladores "," -25 "," 18 "," -922 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -0.00561 "," -0.00687 "," -0.04244 "
3.99.01.02," ON "," -0.00561 "," 0.00000 "," 0.00000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," -0.00561 "," -0.00687 "," -0.04244 "
