Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 6413199 "," 5481341 "," 4801292 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -5505628 "," -4717774 "," -4063455 "
3.02.02," Custo de bens e/ou serviços vendidos "," -5505628 "," -4717774 "," -4063455 "
3.03," Resultado Bruto "," 907571 "," 763567 "," 737837 "
3.04," Despesas/Receitas Operacionais "," -776859 "," -642931 "," -676888 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -668276 "," -566995 "," -555974 "
3.04.02.01," Gerias e administrativas "," -140071 "," -120916 "," -127059 "
3.04.02.02," Comerciais e Marketing "," -351589 "," -294200 "," -293428 "
3.04.02.03," Logistica e distribuição "," -176616 "," -151879 "," -135487 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 9636 "," 23314 "," 5069 "
3.04.04.02," Outras receitas operacionais "," 9636 "," 23314 "," 5069 "
3.04.05," Outras Despesas Operacionais "," -124195 "," -103346 "," -128574 "
3.04.05.01," Depreciação e amortização "," -125882 "," -101937 "," -129349 "
3.04.05.02," Provisao para perda credito esperado "," 1687 "," -1409 "," 775 "
3.04.05.03," Outras despesas operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," 5976 "," 4096 "," 2591 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 130712 "," 120636 "," 60949 "
3.06," Resultado Financeiro "," -81966 "," -87488 "," -39392 "
3.06.01," Receitas Financeiras "," 16831 "," 17119 "," 74897 "
3.06.02," Despesas Financeiras "," -98797 "," -104607 "," -114289 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 48746 "," 33148 "," 21557 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 30367 "," 28649 "," -9579 "
3.08.01," Corrente "," -798 "," -1679 "," -530 "
3.08.02," Diferido "," 31165 "," 30328 "," -9049 "
3.09," Resultado Líquido das Operações Continuadas "," 79113 "," 61797 "," 11978 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 79113 "," 61797 "," 11978 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 78192 "," 52334 "," 11978 "
3.11.02," Atribuído a Sócios Não Controladores "," 921 "," 9463 "," 0 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.63800 "," 0.42700 "," 0.09770 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.63800 "," 0.42700 "," 0.97700 "
