Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 107090 "," 58668 "," 8944 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -80156 "," -44732 "," -8423 "
3.03," Resultado Bruto "," 26934 "," 13936 "," 521 "
3.04," Despesas/Receitas Operacionais "," -92583 "," -69374 "," -53131 "
3.04.01," Despesas com Vendas "," -43112 "," -32325 "," -14830 "
3.04.02," Despesas Gerais e Administrativas "," -47290 "," -35394 "," -32195 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -2181 "," -1655 "," -6106 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -65649 "," -55438 "," -52610 "
3.06," Resultado Financeiro "," -14137 "," -15266 "," -3164 "
3.06.01," Receitas Financeiras "," 25407 "," 31999 "," 18857 "
3.06.02," Despesas Financeiras "," -39544 "," -47265 "," -22021 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -79786 "," -70704 "," -55774 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -475 "," -63 "," -38 "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," -475 "," -63 "," -38 "
3.09," Resultado Líquido das Operações Continuadas "," -80261 "," -70767 "," -55812 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -80261 "," -70767 "," -55812 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -80261 "," -70767 "," -55812 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -1.19000 "," 0.00000 "," 1.15000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," -1.19000 "," 0.00000 "," 1.15000 "
