Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 903 "," 19717 "," 1990 "
3.01.01," Venda de Imoveis "," 450 "," 18961 "," 0 "
3.01.02," Alugueis "," 488 "," 1502 "," 1990 "
3.01.03," (-) Deduções "," -35 "," -746 "," 0 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -97 "," -4390 "," -29 "
3.03," Resultado Bruto "," 806 "," 15327 "," 1961 "
3.04," Despesas/Receitas Operacionais "," -3468 "," -9398 "," -3877 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -3468 "," -3777 "," -3877 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," 0 "," -5621 "," 0 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -2662 "," 5929 "," -1916 "
3.06," Resultado Financeiro "," 1098 "," 109 "," 506 "
3.06.01," Receitas Financeiras "," 1107 "," 114 "," 510 "
3.06.02," Despesas Financeiras "," -9 "," -5 "," -4 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -1564 "," 6038 "," -1410 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -379 "," -854 "," -329 "
3.08.01," Corrente "," -379 "," -854 "," -329 "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," -1943 "," 5184 "," -1739 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," -1943 "," 5184 "," -1739 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -1943 "," 5184 "," -1739 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
