Conta," Descrição ","01/04/2021 a 31/03/2022 ","01/04/2020 a 31/03/2021 ","01/04/2019 a 31/03/2020 "
3.01," Receita de Venda de Bens e/ou Serviços "," 191269874 "," 89415311 "," 100941193 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -179570862 "," -85083966 "," -96101622 "
3.03," Resultado Bruto "," 11699012 "," 4331345 "," 4839571 "
3.04," Despesas/Receitas Operacionais "," -5528649 "," -2457583 "," -1045537 "
3.04.01," Despesas com Vendas "," -4028231 "," -2172294 "," -2252046 "
3.04.02," Despesas Gerais e Administrativas "," -1959624 "," -645098 "," -612683 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 522256 "," 369587 "," 1813776 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," -63050 "," -9778 "," 5416 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 6170363 "," 1873762 "," 3794034 "
3.06," Resultado Financeiro "," -1968511 "," -368435 "," -702560 "
3.06.01," Receitas Financeiras "," 2431104 "," 1227792 "," 3547514 "
3.06.01.01," Receitas financeiras "," 575473 "," 309155 "," 311438 "
3.06.01.02," Variações cambiais, líquidas "," 1855631 "," 0 "," 0 "
3.06.01.03," Efeito líquido dos derivativos "," 0 "," 918637 "," 3236076 "
3.06.02," Despesas Financeiras "," -4399615 "," -1596227 "," -4250074 "
3.06.02.01," Despesas Financeiras "," -1812955 "," -393597 "," -838930 "
3.06.02.02," Variações cambiais, líquidas "," 0 "," -1202630 "," -3411144 "
3.06.02.03," Efeito líquido dos derivativos "," -2586660 "," 0 "," 0 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 4201852 "," 1505327 "," 3091474 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -952289 "," -465983 "," -990590 "
3.08.01," Corrente "," -1338651 "," -735434 "," -1080555 "
3.08.02," Diferido "," 386362 "," 269451 "," 89965 "
3.09," Resultado Líquido das Operações Continuadas "," 3249563 "," 1039344 "," 2100884 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 3249563 "," 1039344 "," 2100884 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 3149018 "," 996486 "," 2056092 "
3.11.02," Atribuído a Sócios Não Controladores "," 100545 "," 42858 "," 44792 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.36000 "," 0.60000 "," 1.24000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.36000 "," 0.60000 "," 1.24000 "
