Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 788719 "," 752613 "," 469279 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -604139 "," -552390 "," -354771 "
3.02.01," Custo dos Serviços Prestados "," -265102 "," -210968 "," -125760 "
3.02.02," Custo dos Serviços de Construção "," -339037 "," -341422 "," -229011 "
3.03," Resultado Bruto "," 184580 "," 200223 "," 114508 "
3.04," Despesas/Receitas Operacionais "," -22306 "," -13611 "," -15211 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -24581 "," -14489 "," -15226 "
3.04.02.01," Gerais e Administrativas "," -24581 "," -14489 "," -11819 "
3.04.02.02," Remuneração da Administração "," 0 "," 0 "," -3407 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 2275 "," 878 "," 15 "
3.04.04.03," Outras receitas/despesas operacionais, líquidas "," 2275 "," 878 "," 15 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 162274 "," 186612 "," 99297 "
3.06," Resultado Financeiro "," -156177 "," -90626 "," -37754 "
3.06.01," Receitas Financeiras "," 10344 "," 3660 "," 6883 "
3.06.01.01," Receitas Financeiras "," 10344 "," 3660 "," 6883 "
3.06.02," Despesas Financeiras "," -166521 "," -94286 "," -44637 "
3.06.02.01," Despesas Financeiras "," -166498 "," -94247 "," -44618 "
3.06.02.02," Variação cambial líquida "," -23 "," -39 "," -19 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 6097 "," 95986 "," 61543 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -2099 "," -29112 "," -17262 "
3.08.01," Corrente "," -20520 "," -27056 "," -16318 "
3.08.02," Diferido "," 18421 "," -2056 "," -944 "
3.09," Resultado Líquido das Operações Continuadas "," 3998 "," 66874 "," 44281 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 3998 "," 66874 "," 44281 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.00290 "," 0.04800 "," 0.03310 "
3.99.02," Lucro Diluído por Ação "," "," "," "
