Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 41634000 "," 29814860 "," 23551592 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -29620154 "," -21424426 "," -18421221 "
3.03," Resultado Bruto "," 12013846 "," 8390434 "," 5130371 "
3.04," Despesas/Receitas Operacionais "," -2929550 "," -867842 "," -843510 "
3.04.01," Despesas com Vendas "," -5023192 "," -3510957 "," -3233427 "
3.04.02," Despesas Gerais e Administrativas "," -4549275 "," -3965878 "," -3918305 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 6642917 "," 6608993 "," 6308222 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 9084296 "," 7522592 "," 4286861 "
3.06," Resultado Financeiro "," 107927 "," -946182 "," -1391196 "
3.06.01," Receitas Financeiras "," 1882640 "," 1220645 "," 1805382 "
3.06.02," Despesas Financeiras "," -1774713 "," -2166827 "," -3196578 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 9192223 "," 6576410 "," 2895665 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -1170092 "," -998448 "," -391420 "
3.08.01," Corrente "," -1170092 "," -998448 "," -391420 "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," 8022131 "," 5577962 "," 2504245 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 8022131 "," 5577962 "," 2504245 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 8022131 "," 5577962 "," 2504245 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
