Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 27323 "," 20328 "," 40300 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -16249 "," -13489 "," -21926 "
3.03," Resultado Bruto "," 11074 "," 6839 "," 18374 "
3.04," Despesas/Receitas Operacionais "," -11298 "," -10223 "," -16057 "
3.04.01," Despesas com Vendas "," -1749 "," -1674 "," -2955 "
3.04.02," Despesas Gerais e Administrativas "," -8689 "," -8204 "," -11760 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -860 "," -345 "," -1342 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -224 "," -3384 "," 2317 "
3.06," Resultado Financeiro "," -1246 "," -1000 "," -403 "
3.06.01," Receitas Financeiras "," 841 "," 399 "," 529 "
3.06.02," Despesas Financeiras "," -2087 "," -1399 "," -932 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -1470 "," -4384 "," 1914 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 131 "," -395 "," -299 "
3.08.01," Corrente "," 0 "," 0 "," -682 "
3.08.02," Diferido "," 131 "," -395 "," 383 "
3.09," Resultado Líquido das Operações Continuadas "," -1339 "," -4779 "," 1615 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -1339 "," -4779 "," 1615 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -0.04590 "," -0.16370 "," 0.05530 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," -0.04590 "," -0.16370 "," 0.05530 "
