Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 549677 "," 380165 "," 337310 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -326795 "," -226979 "," -200891 "
3.03," Resultado Bruto "," 222882 "," 153186 "," 136419 "
3.04," Despesas/Receitas Operacionais "," -155748 "," -69274 "," -101712 "
3.04.01," Despesas com Vendas "," -119650 "," -87408 "," -75339 "
3.04.02," Despesas Gerais e Administrativas "," -39046 "," -36298 "," -33107 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 5193 "," 55471 "," 10785 "
3.04.05," Outras Despesas Operacionais "," -2245 "," -1039 "," -4051 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 67134 "," 83912 "," 34707 "
3.06," Resultado Financeiro "," -12210 "," 20030 "," -46845 "
3.06.01," Receitas Financeiras "," 10666 "," 43052 "," 5207 "
3.06.02," Despesas Financeiras "," -22876 "," -23022 "," -52052 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 54924 "," 103942 "," -12138 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 2561 "," -23433 "," -293 "
3.08.01," Corrente "," -8844 "," -12028 "," 0 "
3.08.02," Diferido "," 11405 "," -11405 "," -293 "
3.09," Resultado Líquido das Operações Continuadas "," 57485 "," 80509 "," -12431 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 57485 "," 80509 "," -12431 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 0 "," 80509 "," -12431 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 4.29712 "," 6.01818 "," -0.92923 "
3.99.01.02," PN "," 4.96678 "," 6.95605 "," -1.07404 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 4.29712 "," 6.01818 "," -0.79624 "
3.99.02.02," PN "," 4.96678 "," 6.95605 "," -0.92033 "
