Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 93390 "," 43709 "," 20114 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -80789 "," -42666 "," -22918 "
3.03," Resultado Bruto "," 12601 "," 1043 "," -2804 "
3.04," Despesas/Receitas Operacionais "," -5274 "," -1907 "," -6373 "
3.04.01," Despesas com Vendas "," -3149 "," -1613 "," -309 "
3.04.02," Despesas Gerais e Administrativas "," -6974 "," -5340 "," -5261 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 4849 "," 5046 "," -803 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 7327 "," -864 "," -9177 "
3.06," Resultado Financeiro "," -9960 "," -11811 "," -5036 "
3.06.01," Receitas Financeiras "," 24 "," 2 "," 3961 "
3.06.02," Despesas Financeiras "," -9984 "," -11813 "," -8997 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -2633 "," -12675 "," -14213 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 559 "," 644 "," 691 "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," 559 "," 644 "," 691 "
3.09," Resultado Líquido das Operações Continuadas "," -2074 "," -12031 "," -13522 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -2074 "," -12031 "," -13522 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -0.11000 "," -0.66000 "," -0.75000 "
3.99.01.02," PN "," -0.11000 "," -0.66000 "," -0.75000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
