Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 721887 "," 638933 "," 769871 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -401444 "," -334645 "," -395068 "
3.03," Resultado Bruto "," 320443 "," 304288 "," 374803 "
3.04," Despesas/Receitas Operacionais "," -409740 "," -325972 "," -325334 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -63277 "," -60795 "," -50127 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," -110522 "," -98472 "," -61012 "
3.04.04.01," Depreciação e amortização "," -104654 "," -98660 "," -86596 "
3.04.04.02," Participação dos empregados nos resultados "," -47 "," -1759 "," -1939 "
3.04.04.03," Outras receitas (despesas) operacionais, líquidas "," -5821 "," 1947 "," 27523 "
3.04.05," Outras Despesas Operacionais "," -235941 "," -166705 "," -214195 "
3.04.05.01," Despesas comerciais "," -235941 "," -166705 "," -214195 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -89297 "," -21684 "," 49469 "
3.06," Resultado Financeiro "," -83709 "," -64623 "," -34446 "
3.06.01," Receitas Financeiras "," 19467 "," 53026 "," 39309 "
3.06.02," Despesas Financeiras "," -103176 "," -117649 "," -73755 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -173006 "," -86307 "," 15023 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 66220 "," 30777 "," -1952 "
3.08.01," Corrente "," -1555 "," -1317 "," -1736 "
3.08.02," Diferido "," 67775 "," 32094 "," -216 "
3.09," Resultado Líquido das Operações Continuadas "," -106786 "," -55530 "," 13071 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," -106786 "," -55530 "," 13071 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -106785 "," -55533 "," 13074 "
3.11.02," Atribuído a Sócios Não Controladores "," -1 "," 3 "," -3 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
