Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 2249611 "," 1754265 "," 1733547 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -1927823 "," -1486447 "," -1481423 "
3.03," Resultado Bruto "," 321788 "," 267818 "," 252124 "
3.04," Despesas/Receitas Operacionais "," -285964 "," -230542 "," -185159 "
3.04.01," Despesas com Vendas "," -4080 "," -4820 "," -7636 "
3.04.02," Despesas Gerais e Administrativas "," -279085 "," -224960 "," -196620 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -2799 "," -1125 "," 18874 "
3.04.06," Resultado de Equivalência Patrimonial "," 0 "," 363 "," 223 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 35824 "," 37276 "," 66965 "
3.06," Resultado Financeiro "," -49043 "," -29658 "," -28072 "
3.06.01," Receitas Financeiras "," 15595 "," 39356 "," 5980 "
3.06.02," Despesas Financeiras "," -64638 "," -69014 "," -34052 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -13219 "," 7618 "," 38893 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 7685 "," -3889 "," -10598 "
3.08.01," Corrente "," -21486 "," -18060 "," -17407 "
3.08.02," Diferido "," 29171 "," 14171 "," 6809 "
3.09," Resultado Líquido das Operações Continuadas "," -5534 "," 3729 "," 28295 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," -5534 "," 3729 "," 28295 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -7676 "," 3661 "," 28115 "
3.11.02," Atribuído a Sócios Não Controladores "," 2142 "," 68 "," 180 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -0.04660 "," 0.02870 "," 0.22180 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," -0.04660 "," 0.02870 "," 0.22180 "
