Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 16285 "," 16279 "," 29357 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -11682 "," -11492 "," -12325 "
3.03," Resultado Bruto "," 4603 "," 4787 "," 17032 "
3.04," Despesas/Receitas Operacionais "," -7334 "," -8433 "," -10489 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -6938 "," -7404 "," -10381 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," -396 "," -1029 "," 0 "
3.04.05," Outras Despesas Operacionais "," 0 "," 0 "," -108 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -2731 "," -3646 "," 6543 "
3.06," Resultado Financeiro "," -1705 "," -1153 "," 132 "
3.06.01," Receitas Financeiras "," 254 "," 188 "," 508 "
3.06.02," Despesas Financeiras "," -1959 "," -1341 "," -376 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -4436 "," -4799 "," 6675 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 0 "," 0 "," -3616 "
3.08.01," Corrente "," 0 "," 0 "," -3616 "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," -4436 "," -4799 "," 3059 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -4436 "," -4799 "," 3059 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.00000 "," 0.00000 "," 5.81000 "
3.99.01.02," ON "," -0.00840 "," -0.00910 "," 0.00000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
