Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 1139064 "," 1153013 "," 1059746 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -824263 "," -722344 "," -648719 "
3.03," Resultado Bruto "," 314801 "," 430669 "," 411027 "
3.04," Despesas/Receitas Operacionais "," -182925 "," -302333 "," -350038 "
3.04.01," Despesas com Vendas "," -207358 "," -235389 "," -224192 "
3.04.01.01," Despesas com Pessoal "," -54437 "," -56092 "," -56247 "
3.04.01.02," Despesas com Propaganda "," -10 "," -2684 "," -1385 "
3.04.01.03," Despesas com Promoção de Vendas "," -1018 "," -5990 "," -4919 "
3.04.01.04," Despesas com Fretes "," -117505 "," -133911 "," -122393 "
3.04.01.05," Provisão para Devedores Duvidosos "," "," "," "
3.04.01.06," Serviços de Terceiros "," -14169 "," -17412 "," -19115 "
3.04.01.07," Despesas de Viagem "," -344 "," -678 "," -1598 "
3.04.01.08," Despesas com Aluguéis "," -9141 "," -9434 "," -8963 "
3.04.01.09," Outras Despesas "," -10734 "," -9188 "," -9572 "
3.04.02," Despesas Gerais e Administrativas "," -85187 "," -86785 "," -87284 "
3.04.02.01," Despesas com Pessoal "," -26768 "," -30324 "," -30315 "
3.04.02.02," Serviços de Terceiros "," -43378 "," -41333 "," -41259 "
3.04.02.03," Depreciação/Amortização "," -4305 "," -5240 "," -5285 "
3.04.02.04," Energia e Comunicação "," -986 "," -1072 "," -1310 "
3.04.02.05," Materiais Diversos "," "," "," "
3.04.02.06," Despesas de Viagem "," -65 "," -46 "," -129 "
3.04.02.07," Despesas de Aluguéis "," -1417 "," -735 "," -626 "
3.04.02.08," Outras Despesas "," -8268 "," -8035 "," -8360 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 115189 "," 27451 "," 6472 "
3.04.04.01," Outras Receitas Operacionais "," 115189 "," 27451 "," 6472 "
3.04.05," Outras Despesas Operacionais "," -5569 "," -7610 "," -45034 "
3.04.05.01," Outras Despesas Operacionais "," -5569 "," -7610 "," -45034 "
3.04.05.02," Desp.c/Partic.nos Resultados "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 131876 "," 128336 "," 60989 "
3.06," Resultado Financeiro "," 9036 "," -76085 "," -105446 "
3.06.01," Receitas Financeiras "," 119342 "," 9831 "," 1785 "
3.06.01.01," Outras Receitas Financeiras "," 119105 "," 9231 "," 1580 "
3.06.01.02," Variação Cambial Ativa "," 237 "," 600 "," 205 "
3.06.02," Despesas Financeiras "," -110306 "," -85916 "," -107231 "
3.06.02.01," Outras Despesas Financeiras "," -110064 "," -85716 "," -107036 "
3.06.02.02," Variação Cambial Passiva "," -242 "," -200 "," -195 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 140912 "," 52251 "," -44457 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -74006 "," -12295 "," 3970 "
3.08.01," Corrente "," -492 "," -13731 "," 2496 "
3.08.02," Diferido "," -73514 "," 1436 "," 1474 "
3.09," Resultado Líquido das Operações Continuadas "," 66906 "," 39956 "," -40487 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 66906 "," 39956 "," -40487 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 66906 "," 39956 "," -40487 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," 0.25683 "," 0.00000 "," 0.00000 "
3.99.01.01," PN "," 0.28251 "," 0.16871 "," -0.17096 "
3.99.01.02," ON "," 0.23114 "," 0.13804 "," -0.13987 "
3.99.02," Lucro Diluído por Ação "," 0.25683 "," 0.00000 "," 0.00000 "
3.99.02.01," PN "," 0.28251 "," 0.16871 "," -0.17096 "
3.99.02.02," ON "," 0.23114 "," 0.13804 "," -0.13987 "
