Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 231 "," 278 "," 409 "
3.01.01," Receita de prestação de serviços "," 231 "," 278 "," 409 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," "," "," "
3.03," Resultado Bruto "," 231 "," 278 "," 409 "
3.04," Despesas/Receitas Operacionais "," -2144 "," -3721 "," -8767 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -10357 "," -10594 "," -15965 "
3.04.02.01," Despesa com Pessoal "," -1253 "," -985 "," -1186 "
3.04.02.02," Outras Despesas Administrativas "," -6790 "," -7392 "," -9914 "
3.04.02.03," Despesas Tributárias "," -1562 "," -1263 "," -3109 "
3.04.02.05," Perda por Redução ao Valor Recuperável "," -49 "," -181 "," -483 "
3.04.02.06," Provisões líquidas "," -442 "," -684 "," -1066 "
3.04.02.07," Resultado na Alienação de Ativos não Correntes Mantidos para Venda "," -261 "," -89 "," -207 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 8232 "," 7154 "," 7699 "
3.04.04.01," Receitas de Instrumento de Patrimônio "," "," "," "
3.04.04.02," Resultado com Locação e Venda de Imóveis "," "," "," "
3.04.04.03," Benefício Residual em Operações Securitizadas "," 5343 "," 4532 "," 2532 "
3.04.04.04," Ganhos (perdas) com Ativos e Passivos Financeiros "," "," "," "
3.04.04.05," Diferenças Cambiais "," "," "," "
3.04.04.06," Outras Receitas Operacionais "," 2889 "," 2622 "," 5167 "
3.04.05," Outras Despesas Operacionais "," -19 "," -281 "," -501 "
3.04.05.01," Outras Despesas Operacionais "," -19 "," -281 "," -501 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -1913 "," -3443 "," -8358 "
3.06," Resultado Financeiro "," 7609 "," 5530 "," 9908 "
3.06.01," Receitas Financeiras "," 7609 "," 5530 "," 9908 "
3.06.01.01," Receitas com Juros e Similares "," 7609 "," 5530 "," 9908 "
3.06.02," Despesas Financeiras "," "," "," "
3.06.02.01," Despesas com Juros e Similares "," "," "," "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 5696 "," 2087 "," 1550 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -1819 "," -676 "," -491 "
3.08.01," Corrente "," -1476 "," -512 "," -601 "
3.08.02," Diferido "," -343 "," -164 "," 110 "
3.09," Resultado Líquido das Operações Continuadas "," 3877 "," 1411 "," 1059 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 3877 "," 1411 "," 1059 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.04980 "," 0.01813 "," 0.01360 "
3.99.01.02," PN "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.04980 "," 0.01813 "," 0.01360 "
3.99.02.02," PN "," "," "," "
