Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 133820 "," 162973 "," 149310 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -58660 "," -81435 "," -72024 "
3.03," Resultado Bruto "," 75160 "," 81538 "," 77286 "
3.04," Despesas/Receitas Operacionais "," -63288 "," -64268 "," -69103 "
3.04.01," Despesas com Vendas "," -29384 "," -32373 "," -36554 "
3.04.02," Despesas Gerais e Administrativas "," -38427 "," -30072 "," -29435 "
3.04.02.01," Gerais e Administrativa "," -24765 "," -23871 "," -21329 "
3.04.02.02," Pesquisa e Desenvolvimento "," -5674 "," -4386 "," -4756 "
3.04.02.03," Honararios da Administração "," -2323 "," -1757 "," -2269 "
3.04.02.04," Tributaria "," -5665 "," -58 "," -1081 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 15300 "," 277 "," 770 "
3.04.05," Outras Despesas Operacionais "," -10414 "," -2311 "," -2896 "
3.04.06," Resultado de Equivalência Patrimonial "," -363 "," 211 "," -988 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 11872 "," 17270 "," 8183 "
3.06," Resultado Financeiro "," 1557 "," 3956 "," 1245 "
3.06.01," Receitas Financeiras "," 16520 "," 17821 "," 7940 "
3.06.02," Despesas Financeiras "," -14963 "," -13865 "," -6695 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 13429 "," 21226 "," 9428 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -3297 "," -4795 "," -5234 "
3.08.01," Corrente "," -3297 "," -4795 "," -5234 "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," 10132 "," 16431 "," 4194 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 10132 "," 16431 "," 4194 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 15969 "," 17032 "," 6252 "
3.11.02," Atribuído a Sócios Não Controladores "," -5838 "," -601 "," -2058 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," PN "," 1.03388 "," 1.67660 "," 0.42795 "
3.99.01.02," ON "," 1.03388 "," 1.67660 "," 0.42795 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 1.03388 "," 1.67660 "," 0.42795 "
3.99.02.02," PN "," 1.03388 "," 1.67660 "," 0.42795 "
