Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2," Passivo Total "," 6093233 "," 3916546 "
2.01," Passivo Circulante "," 1865373 "," 1093294 "
2.01.01," Obrigações Sociais e Trabalhistas "," 74440 "," 34111 "
2.01.01.01," Obrigações Sociais "," 416 "," 1852 "
2.01.01.02," Obrigações Trabalhistas "," 74024 "," 32259 "
2.01.02," Fornecedores "," 766135 "," 374619 "
2.01.02.01," Fornecedores Nacionais "," 486108 "," 219360 "
2.01.02.01.01," Fornecedores Nacionais "," 486108 "," 219360 "
2.01.02.01.02," Partes Relacionadas "," "," "
2.01.02.02," Fornecedores Estrangeiros "," 280027 "," 155259 "
2.01.03," Obrigações Fiscais "," 69427 "," 37877 "
2.01.03.01," Obrigações Fiscais Federais "," 52654 "," 17645 "
2.01.03.01.01," Imposto de Renda e Contribuição Social a Pagar "," 34470 "," 1197 "
2.01.03.01.02," Obrigações Fiscais Federais "," 18184 "," 16448 "
2.01.03.02," Obrigações Fiscais Estaduais "," 15289 "," 17802 "
2.01.03.03," Obrigações Fiscais Municipais "," 1484 "," 2430 "
2.01.04," Empréstimos e Financiamentos "," 332623 "," 402667 "
2.01.04.01," Empréstimos e Financiamentos "," 332623 "," 402667 "
2.01.04.01.01," Em Moeda Nacional "," 181651 "," 332854 "
2.01.04.01.02," Em Moeda Estrangeira "," 150972 "," 69813 "
2.01.04.02," Debêntures "," "," "
2.01.04.03," Financiamento por Arrendamento "," "," "
2.01.05," Outras Obrigações "," 520001 "," 186851 "
2.01.05.01," Passivos com Partes Relacionadas "," "," "
2.01.05.01.01," Débitos com Coligadas "," "," "
2.01.05.01.03," Débitos com Controladores "," "," "
2.01.05.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.01.05.02," Outros "," 520001 "," 186851 "
2.01.05.02.01," Dividendos e JCP a Pagar "," 182349 "," 19938 "
2.01.05.02.02," Dividendo Mínimo Obrigatório a Pagar "," "," "
2.01.05.02.03," Obrigações por Pagamentos Baseados em Ações "," "," "
2.01.05.02.04," Passivo de Arrendamento "," 96387 "," 79659 "
2.01.05.02.05," Adiantamento de Clientes "," 84129 "," 83008 "
2.01.05.02.06," Derivativos "," 149095 "," 0 "
2.01.05.02.07," Adiantamento de Venda sobre Imobilzado "," "," "
2.01.05.02.08," Prêmios de Opções a Pagar "," "," "
2.01.05.02.09," Partes Relacionadas "," "," "
2.01.05.02.10," Outros Passivos "," 8041 "," 4246 "
2.01.06," Provisões "," 102747 "," 57169 "
2.01.06.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," "," "
2.01.06.01.01," Provisões Fiscais "," "," "
2.01.06.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.01.06.01.03," Provisões para Benefícios a Empregados "," "," "
2.01.06.01.04," Provisões Cíveis "," "," "
2.01.06.02," Outras Provisões "," 102747 "," 57169 "
2.01.06.02.01," Provisões para Garantias "," "," "
2.01.06.02.02," Provisões para Reestruturação "," "," "
2.01.06.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.01.06.02.04," Outras Provisões "," 102747 "," 57169 "
2.01.07," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.01.07.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.01.07.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02," Passivo Não Circulante "," 3568353 "," 2765769 "
2.02.01," Empréstimos e Financiamentos "," 2991511 "," 2197712 "
2.02.01.01," Empréstimos e Financiamentos "," 2991511 "," 2197712 "
