Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 882365 "," 1274404 "," 1341549 "
3.01.01," Receita Operacional Líquido "," 882365 "," 1274404 "," 1341549 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -28737 "," -34181 "," -537631 "
3.03," Resultado Bruto "," 853628 "," 1240223 "," 803918 "
3.04," Despesas/Receitas Operacionais "," -24968 "," -27269 "," -25663 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -25156 "," -27480 "," -25663 "
3.04.02.01," Outras Despesas Gerais e Administrativas "," -25156 "," -27480 "," -25663 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 188 "," 211 "," 0 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 828660 "," 1212954 "," 778255 "
3.06," Resultado Financeiro "," -236439 "," -200205 "," -182301 "
3.06.01," Receitas Financeiras "," 24902 "," 4519 "," 14398 "
3.06.02," Despesas Financeiras "," -261341 "," -204724 "," -196699 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 592221 "," 1012749 "," 595954 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -198850 "," -376227 "," -125633 "
3.08.01," Corrente "," -5695 "," -14053 "," 0 "
3.08.02," Diferido "," -193155 "," -362174 "," -125633 "
3.09," Resultado Líquido das Operações Continuadas "," 393371 "," 636522 "," 470321 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 393371 "," 636522 "," 470321 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.78700 "," 1.37246 "," 0.94100 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.78700 "," 1.37246 "," 0.94100 "
