Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 266668 "," 196345 "," 53058 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -163655 "," -120416 "," -34114 "
3.03," Resultado Bruto "," 103013 "," 75929 "," 18944 "
3.04," Despesas/Receitas Operacionais "," -118494 "," -98925 "," -29415 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -105853 "," -79079 "," -29491 "
3.04.02.01," Administrativas e Gerais "," -70027 "," -48338 "," -13523 "
3.04.02.02," Despesas com Pessoal "," -35826 "," -30741 "," -15968 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," -2047 "," -6389 "," -346 "
3.04.03.01," Perda por redução ao valor recuperável de contas "," -2047 "," -6389 "," -346 "
3.04.04," Outras Receitas Operacionais "," 3287 "," 37182 "," 4314 "
3.04.05," Outras Despesas Operacionais "," -12476 "," -49295 "," -3625 "
3.04.05.01," Tributos Federais "," "," "," "
3.04.05.02," Outras Despesas "," -12476 "," -49295 "," -3625 "
3.04.06," Resultado de Equivalência Patrimonial "," -1405 "," -1344 "," -267 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -15481 "," -22996 "," -10471 "
3.06," Resultado Financeiro "," -17126 "," -36871 "," -33 "
3.06.01," Receitas Financeiras "," 13986 "," 1615 "," 1629 "
3.06.02," Despesas Financeiras "," -31112 "," -38486 "," -1662 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -32607 "," -59867 "," -10504 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -5575 "," -6887 "," 1071 "
3.08.01," Corrente "," -8278 "," -9877 "," -322 "
3.08.02," Diferido "," 2703 "," 2990 "," 1393 "
3.09," Resultado Líquido das Operações Continuadas "," -38182 "," -66754 "," -9433 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," -38182 "," -66754 "," -9433 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -36857 "," -66858 "," -9175 "
3.11.02," Atribuído a Sócios Não Controladores "," -1325 "," 98 "," -258 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.00000 "," -20.62000 "," -6.77000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
