Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
1," Ativo Total "," 7122247 "," 4838756 "
1.01," Ativo Circulante "," 2654515 "," 1900423 "
1.01.01," Caixa e Equivalentes de Caixa "," 152951 "," 64575 "
1.01.02," Aplicações Financeiras "," 801622 "," 588034 "
1.01.02.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," 801622 "," 588034 "
1.01.02.01.01," Títulos para Negociação "," "," "
1.01.02.01.02," Títulos Designados a Valor Justo "," "," "
1.01.02.01.03," Títulos, Valores Mobiliários e Aplicações Financeiras "," 801475 "," 573867 "
1.01.02.01.04," Instrumentos financeiros derivativos "," 147 "," 14167 "
1.01.02.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.01.02.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.01.03," Contas a Receber "," 1282599 "," 856563 "
1.01.03.01," Clientes "," 1282599 "," 856563 "
1.01.03.02," Outras Contas a Receber "," "," "
1.01.04," Estoques "," 55882 "," 44852 "
1.01.05," Ativos Biológicos "," "," "
1.01.06," Tributos a Recuperar "," 263186 "," 260065 "
1.01.06.01," Tributos Correntes a Recuperar "," 263186 "," 260065 "
1.01.06.01.01," Tributos a recuperar "," 232301 "," 101319 "
1.01.06.01.02," Imposto de renda e contribuição social a recuperar "," 30885 "," 158746 "
1.01.07," Despesas Antecipadas "," 20408 "," 14759 "
1.01.08," Outros Ativos Circulantes "," 77867 "," 71575 "
1.01.08.01," Ativos Não-Correntes a Venda "," 47030 "," 30511 "
1.01.08.01.01," Ativo imobilizado disponibilizado para venda "," 47030 "," 30511 "
1.01.08.02," Ativos de Operações Descontinuadas "," "," "
1.01.08.03," Outros "," 30837 "," 41064 "
1.01.08.03.01," Adiantamentos a Terceiros "," 16291 "," 28713 "
1.01.08.03.02," Outros créditos "," 14546 "," 12351 "
1.02," Ativo Não Circulante "," 4467732 "," 2938333 "
1.02.01," Ativo Realizável a Longo Prazo "," 608573 "," 370175 "
1.02.01.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," "," "
1.02.01.01.01," Títulos Designados a Valor Justo "," "," "
1.02.01.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," 3417 "," 41903 "
1.02.01.02.02," Instrumentos financeiros derivativos "," 2848 "," 41120 "
1.02.01.02.03," Títulos, valores mobiliários e aplicações financeiras "," 569 "," 783 "
1.02.01.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.02.01.04," Contas a Receber "," 14331 "," 13791 "
1.02.01.04.01," Clientes "," 14331 "," 13791 "
1.02.01.04.02," Outras Contas a Receber "," "," "
1.02.01.05," Estoques "," "," "
1.02.01.06," Ativos Biológicos "," "," "
1.02.01.07," Tributos Diferidos "," 227018 "," 152618 "
1.02.01.07.01," Imposto de Renda e Contribuição Social Diferidos "," 35581 "," 37335 "
1.02.01.07.02," Imposto de renda e contribuição social a recuperar "," 56141 "," 59873 "
1.02.01.07.03," Tributos a recuperar "," 135296 "," 55410 "
1.02.01.08," Despesas Antecipadas "," "," "
1.02.01.09," Créditos com Partes Relacionadas "," 0 "," 1534 "
1.02.01.09.01," Créditos com Coligadas "," "," "
1.02.01.09.03," Partes Relacionadas "," 0 "," 1534 "
1.02.01.09.04," Créditos com Outras Partes Relacionadas "," "," "
1.02.01.10," Outros Ativos Não Circulantes "," 363807 "," 160329 "
1.02.01.10.01," Ativos Não-Correntes a Venda "," "," "
1.02.01.10.02," Ativos de Operações Descontinuadas "," "," "
1.02.01.10.03," Depósitos Judiciais "," 76579 "," 48591 "
1.02.01.10.04," Outros Créditos "," 14536 "," 7955 "
1.02.01.10.05," Ativo de indenização por combinação de negócios "," 272692 "," 103783 "
1.02.02," Investimentos "," "," "
1.02.02.01," Participações Societárias "," "," "
1.02.02.01.01," Participações em Coligadas "," "," "
1.02.02.01.04," Participações em Controladas em Conjunto "," "," "
1.02.02.01.05," Outros Investimentos "," "," "
1.02.02.02," Propriedades para Investimento "," "," "
1.02.03," Imobilizado "," 3013419 "," 1811704 "
1.02.03.01," Imobilizado em Operação "," 3013419 "," 1811704 "
1.02.03.02," Direito de Uso em Arrendamento "," "," "
1.02.03.03," Imobilizado em Andamento "," "," "
1.02.04," Intangível "," 845740 "," 756454 "
1.02.04.01," Intangíveis "," 845740 "," 756454 "
1.02.04.01.01," Contrato de Concessão "," "," "
1.02.04.01.02," Outros intangíveis "," 845740 "," 756454 "
1.02.04.02," Goodwill "," "," "
