Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," "," "," "
3.02," Custo dos Bens e/ou Serviços Vendidos "," "," "," "
3.03," Resultado Bruto "," "," "," "
3.04," Despesas/Receitas Operacionais "," 8017274 "," 1460597 "," -415618 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -27267 "," -18033 "," -17149 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.04.01," Dividendos de Investimentos "," "," "," "
3.04.04.02," Resultado na Venda de Ações do Ativo Financeiro Disponível para Venda "," "," "," "
3.04.04.03," Resultado na Alienação de Investimentos "," "," "," "
3.04.04.04," Reversão de Provisões de Obrigações Fiscais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -35974 "," -27749 "," -39709 "
3.04.05.01," Despesas Tributárias "," -25943 "," -27749 "," -39671 "
3.04.05.02," Outras Despesas Operacionais "," -10031 "," 0 "," -38 "
3.04.06," Resultado de Equivalência Patrimonial "," 8080515 "," 1506379 "," -358760 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 8017274 "," 1460597 "," -415618 "
3.06," Resultado Financeiro "," 61987 "," 6455 "," 12539 "
3.06.01," Receitas Financeiras "," 62902 "," 12824 "," 26173 "
3.06.02," Despesas Financeiras "," -915 "," -6369 "," -13634 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 8079261 "," 1467052 "," -403079 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 0 "," 0 "," -128 "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," 8079261 "," 1467052 "," -403207 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 8079261 "," 1467052 "," -403207 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 8079261 "," 1467052 "," -403207 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 19.30034 "," 3.95837 "," -1.08792 "
3.99.01.02," PN "," 21.23037 "," 4.35421 "," -1.19672 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 19.30034 "," 3.95837 "," -1.08792 "
3.99.02.02," PN "," 21.23037 "," 4.35421 "," -1.19672 "
