Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2," Passivo Total "," 3092589 "," 3091485 "
2.01," Passivo Circulante "," 518740 "," 449744 "
2.01.01," Obrigações Sociais e Trabalhistas "," 100329 "," 92945 "
2.01.01.01," Obrigações Sociais "," "," "
2.01.01.02," Obrigações Trabalhistas "," 100329 "," 92945 "
2.01.02," Fornecedores "," 34069 "," 38170 "
2.01.02.01," Fornecedores Nacionais "," 34069 "," 38170 "
2.01.02.02," Fornecedores Estrangeiros "," "," "
2.01.03," Obrigações Fiscais "," 21313 "," 49013 "
2.01.03.01," Obrigações Fiscais Federais "," "," "
2.01.03.01.01," Imposto de Renda e Contribuição Social a Pagar "," "," "
2.01.03.02," Obrigações Fiscais Estaduais "," 21313 "," 49013 "
2.01.03.02.01," Tributos a Recolher "," 21313 "," 49013 "
2.01.03.03," Obrigações Fiscais Municipais "," "," "
2.01.04," Empréstimos e Financiamentos "," 201307 "," 163790 "
2.01.04.01," Empréstimos e Financiamentos "," 201307 "," 113624 "
2.01.04.01.01," Em Moeda Nacional "," 201307 "," 113624 "
2.01.04.01.02," Em Moeda Estrangeira "," "," "
2.01.04.02," Debêntures "," 0 "," 50166 "
2.01.04.03," Financiamento por Arrendamento "," "," "
2.01.05," Outras Obrigações "," 161722 "," 105826 "
2.01.05.01," Passivos com Partes Relacionadas "," "," "
2.01.05.01.01," Débitos com Coligadas "," "," "
2.01.05.01.03," Débitos com Controladores "," "," "
2.01.05.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.01.05.02," Outros "," 161722 "," 105826 "
2.01.05.02.01," Dividendos e JCP a Pagar "," 0 "," 24718 "
2.01.05.02.02," Dividendo Mínimo Obrigatório a Pagar "," "," "
2.01.05.02.03," Obrigações por Pagamentos Baseados em Ações "," "," "
2.01.05.02.04," Obrigações de Arrendamento Mercantil "," 70364 "," 49320 "
2.01.05.02.05," Outros Passivos "," 37004 "," 29388 "
2.01.05.02.06," Compromissos a Pagar "," 54354 "," 2400 "
2.01.06," Provisões "," "," "
2.01.06.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," "," "
2.01.06.01.01," Provisões Fiscais "," "," "
2.01.06.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.01.06.01.03," Provisões para Benefícios a Empregados "," "," "
2.01.06.01.04," Provisões Cíveis "," "," "
2.01.06.02," Outras Provisões "," "," "
2.01.06.02.01," Provisões para Garantias "," "," "
2.01.06.02.02," Provisões para Reestruturação "," "," "
2.01.06.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
