Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
1," Ativo Total "," 8031764 "," 4814586 "
1.01," Ativo Circulante "," 3224388 "," 2679455 "
1.01.01," Caixa e Equivalentes de Caixa "," 583176 "," 693003 "
1.01.02," Aplicações Financeiras "," "," "
1.01.02.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," "," "
1.01.02.01.01," Títulos para Negociação "," "," "
1.01.02.01.02," Títulos Designados a Valor Justo "," "," "
1.01.02.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.01.02.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.01.03," Contas a Receber "," 750778 "," 982709 "
1.01.03.01," Clientes "," 750778 "," 982709 "
1.01.03.02," Outras Contas a Receber "," "," "
1.01.04," Estoques "," 1009261 "," 715124 "
1.01.05," Ativos Biológicos "," "," "
1.01.06," Tributos a Recuperar "," 172768 "," 154338 "
1.01.06.01," Tributos Correntes a Recuperar "," 172768 "," 154338 "
1.01.07," Despesas Antecipadas "," 48583 "," 19854 "
1.01.07.01," Despesas Antecipadas "," 40310 "," 9931 "
1.01.07.02," Despesas Antecipadas com Propaganda "," 8273 "," 9923 "
1.01.08," Outros Ativos Circulantes "," 659822 "," 114427 "
1.01.08.01," Ativos Não-Correntes a Venda "," 617710 "," 72981 "
1.01.08.02," Ativos de Operações Descontinuadas "," "," "
1.01.08.03," Outros "," 42112 "," 41446 "
1.01.08.03.01," Adiantamento Fornecedores "," 14342 "," 18349 "
1.01.08.03.02," Contas a Receber Funcionários "," 6959 "," 7392 "
1.01.08.03.03," Ganhos não Realizados em Operações com Derivativos "," "," "
1.01.08.03.04," Contas a Receber de Venda de Controlada "," "," "
1.01.08.03.05," Outros Ativos "," 20811 "," 15705 "
1.02," Ativo Não Circulante "," 4807376 "," 2135131 "
1.02.01," Ativo Realizável a Longo Prazo "," 582328 "," 674697 "
1.02.01.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," 8860 "," 12009 "
1.02.01.01.01," Títulos Designados a Valor Justo "," 8860 "," 12009 "
1.02.01.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.02.01.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.02.01.04," Contas a Receber "," 569 "," 1521 "
1.02.01.04.01," Clientes "," 569 "," 1521 "
1.02.01.04.02," Outras Contas a Receber "," "," "
1.02.01.05," Estoques "," "," "
1.02.01.06," Ativos Biológicos "," "," "
1.02.01.07," Tributos Diferidos "," 51820 "," 95041 "
1.02.01.07.01," Imposto de Renda e Contribuição Social Diferidos "," 51820 "," 95041 "
1.02.01.08," Despesas Antecipadas "," "," "
1.02.01.09," Créditos com Partes Relacionadas "," "," "
1.02.01.09.01," Créditos com Coligadas "," "," "
1.02.01.09.03," Créditos com Controladores "," "," "
1.02.01.09.04," Créditos com Outras Partes Relacionadas "," "," "
1.02.01.10," Outros Ativos Não Circulantes "," 521079 "," 566126 "
1.02.01.10.01," Ativos Não-Correntes a Venda "," "," "
1.02.01.10.02," Ativos de Operações Descontinuadas "," "," "
1.02.01.10.03," Depósitos Judiciais e Cauções "," 31339 "," 29606 "
1.02.01.10.04," Tributos a Recuperar "," 246713 "," 303494 "
1.02.01.10.05," Contas a Receber de Venda de Controlada "," 233905 "," 224350 "
1.02.01.10.06," Outras Contas a Receber "," 9122 "," 8676 "
1.02.02," Investimentos "," 2705761 "," 2451 "
1.02.02.01," Participações Societárias "," 2705560 "," 0 "
1.02.02.01.01," Participações em Coligadas "," 2705560 "," 0 "
1.02.02.01.04," Participações em Controladas em Conjunto "," "," "
1.02.02.01.05," Outros Investimentos "," "," "
1.02.02.02," Propriedades para Investimento "," 201 "," 2451 "
1.02.02.02.01," Outras Participações Societárias "," 201 "," 2451 "
1.02.03," Imobilizado "," 1018790 "," 1090808 "
1.02.03.01," Imobilizado em Operação "," 667313 "," 652199 "
1.02.03.02," Direito de Uso em Arrendamento "," 177527 "," 337975 "
1.02.03.03," Imobilizado em Andamento "," 173950 "," 100634 "
1.02.04," Intangível "," 500497 "," 367175 "
1.02.04.01," Intangíveis "," 500497 "," 367175 "
1.02.04.01.01," Contrato de Concessão "," "," "
1.02.04.01.02," Intangíveis "," 500497 "," 367175 "
1.02.04.02," Goodwill "," "," "
