Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 109167 "," 96184 "," 116624 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -113979 "," -95530 "," -97250 "
3.03," Resultado Bruto "," -4812 "," 654 "," 19374 "
3.04," Despesas/Receitas Operacionais "," -14442 "," 10219 "," -132640 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -16793 "," -15677 "," -38181 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 82549 "," 110431 "," 153060 "
3.04.05," Outras Despesas Operacionais "," -80198 "," -84535 "," -247514 "
3.04.06," Resultado de Equivalência Patrimonial "," 0 "," 0 "," -5 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -19254 "," 10873 "," -113266 "
3.06," Resultado Financeiro "," 153393 "," 72081 "," 57328 "
3.06.01," Receitas Financeiras "," 160170 "," 77355 "," 69082 "
3.06.02," Despesas Financeiras "," -6777 "," -5274 "," -11754 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 134139 "," 82954 "," -55938 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -44859 "," -23990 "," -22633 "
3.08.01," Corrente "," -1989 "," -3399 "," -3074 "
3.08.02," Diferido "," -42870 "," -20591 "," -19559 "
3.09," Resultado Líquido das Operações Continuadas "," 89280 "," 58964 "," -78571 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 89280 "," 58964 "," -78571 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 89207 "," 58940 "," -78632 "
3.11.02," Atribuído a Sócios Não Controladores "," 74 "," 24 "," 61 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 7.08000 "," 4.68000 "," -6.23000 "
3.99.01.02," PN "," 7.08000 "," 4.68000 "," -6.23000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
